DealerID,Type,Stock,VIN,Year,Make,Model,Body,Trim,ModelNumber,Doors,ExteriorColor,InteriorColor,EngineCylinders,EngineDisplacement,Transmission,Miles,Certified,DateInStock,Description,Options,PhotoURLs
"401","USED","7-046B","2G1WW12M9T9316157","1996","Chevrolet","Monte Carlo","LS COUPE","","","","WHITE","","6","3.1","Automatic","236153","False","5/9/2007","","","http://webiol.homenetinc.com/dealers/2091/4578/7-046B.jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-046B(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-046B(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-046B(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-046B(5).jpg"
"401","USED","7-004B","1GCEC19X83Z354531","2003","Chevrolet","Silverado 1500","Extended Cab Pickup","","CC15753","2","WHITE","","6","4.3L","Automatic","44248","False","5/12/2007","This truck is a great value! Automatic, A/C, tonneau cover, and more!","","http://webiol.homenetinc.com/dealers/2091/4578/7-004B.jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-004B(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-004B(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-004B(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-004B(5).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-004B(6).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-004B(7).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-004B(8).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-004B(9).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-004B(10).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-004B(11).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-004B(12).jpg"
"401","USED","7-061C","1GKDT13W3V2552624","1997","GMC","Jimmy","Sport Utility","SLT","TT10506","4","WHITE","","6","4.3L","Automatic","138123","False","7/20/2007","This Jimmy was a recent trade-in. This has been through our service department and is in good mechanical and exterior condition.","","http://webiol.homenetinc.com/dealers/2091/4578/7-061C.jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-061C(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-061C(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-061C(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-061C(5).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-061C(6).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-061C(7).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-061C(8).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-061C(9).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-061C(10).jpg"
"401","USED","A343A","1D4GP25B86B591145","2006","Dodge","Caravan","Mini-van, Passenger","SE","RSKL52","4","INFE. RED","","4","2.4L","Automatic","9829","True","7/25/2007","Look at the low miles! This Caravan was originally purchased here brand new is is a one owner, locally owned and traded. This is a Caravan SE with A/C, three rows of seats, and great gas mileage at up to 26 MPG! This Caravan is also FACTORY CERTIFIED with a powertrain warranty up to 80,000 miles!","","http://webiol.homenetinc.com/dealers/2091/4578/A343A.jpg,http://webiol.homenetinc.com/dealers/2091/4578/A343A(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A343A(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A343A(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A343A(5).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A343A(6).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A343A(7).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A343A(8).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A343A(9).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A343A(10).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A343A(11).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A343A(12).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A343A(13).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A343A(14).jpg"
"401","USED","7-106A","2C8GF68454R335188","2004","Chrysler","Pacifica","Station Wagon","Touring AWD","CSCS74","4","BUTANE BLUE","","6","3.5L","","99290","False","8/21/2007","This Pacifica is a one owner and local trade-in. This is an All-Wheel Drive model with heated front AND second row leather seats, third row seat, rear heat and A/C, chrome wheels, power moonroof, and much more!","","http://webiol.homenetinc.com/dealers/2091/4578/7-106A.jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-106A(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-106A(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-106A(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-106A(5).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-106A(6).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-106A(7).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-106A(8).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-106A(9).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-106A(10).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-106A(11).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-106A(12).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-106A(13).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-106A(14).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-106A(15).jpg"
"401","USED","A378","2C4GM48L15R484167","2005","Chrysler","Pacifica","Station Wagon","","CSYH74","4","SILVER","","6","3.8L","","29989","True","8/28/2007","What a value! This Pacifica is a one owner, off-lease vehicle. This Pacifica is a 5-passenger with plenty of storage in the rear of the car. This Pacifica is also FACTORY CERTIFIED with the balance of an 80,000 mile powertrain warranty!","","http://webiol.homenetinc.com/dealers/2091/4578/A378.jpg,http://webiol.homenetinc.com/dealers/2091/4578/A378(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A378(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A378(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A378(5).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A378(6).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A378(7).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A378(8).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A378(9).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A378(10).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A378(11).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A378(12).jpg"
"401","USED","7-107A","1D7HW48N25S142649","2005","Dodge","Dakota Quad Cab","Crew Cab Pickup","SLT 4X4","ND5H84","4","DARK GARNET","Gray","8","4.7L","Automatic","49395","True","8/23/2007","This Dakota is a one owner, locally owned and traded, and was originally purchased here brand new. This is a 4X4, 4.7L V8, SLT, factory tow package, power driver seat, MOPAR fiberglass tonneau cover, MOPAR chrome tubular side steps, and much more! This Dakota is also FACTORY CERTIFIED with the balance of an 80,000 mile powertrain warranty!","","http://webiol.homenetinc.com/dealers/2091/4578/7-107A.jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-107A(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-107A(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-107A(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-107A(5).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-107A(6).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-107A(7).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-107A(8).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-107A(9).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-107A(10).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-107A(11).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-107A(12).jpg"
"401","USED","A338","1A4GP44R16B751447","2006","Chrysler","Town & Country LWB","Mini-van, Passenger","LX","RSYH53","4","WHITE","","6","3.3L","Automatic","34586","True","9/4/2007","This Town & Country is an LX package and includes a power drivers seat, CD, rear heat and air conditioning, stow'n'go seating, remote keyless entry and much more! This Town & Country is also FACTORY CERTIFIED with the balance of an 80,000 mile powertrain warranty!","","http://webiol.homenetinc.com/dealers/2091/4578/A338.jpg,http://webiol.homenetinc.com/dealers/2091/4578/A338(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A338(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A338(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A338(5).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A338(6).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A338(7).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A338(8).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A338(9).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A338(10).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A338(11).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A338(12).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A338(13).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A338(14).jpg"
"401","USED","7-105A","1B7HF13Z9WJ216806","1998","Dodge","Ram 1500","Extended Cab Pickup","SLT Quad Cab 4X4","BE6L34","2","GREEN","Gray","8","5.9L","","89129","False","8/21/2007","HARD TO FIND Quad Cab with an 8' bed! This is an SLT package with power windows and locks, tow package and more! Locally owned and traded for a new Dodge.","","http://webiol.homenetinc.com/dealers/2091/4578/7-105A.jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-105A(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-105A(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-105A(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-105A(5).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-105A(6).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-105A(7).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-105A(8).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-105A(9).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-105A(10).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-105A(11).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-105A(12).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-105A(13).jpg"
"401","USED","A339","1B3HB28B47D511763","2007","Dodge","Caliber","4dr Car","SE","PMDL49","4","SILVER","","4","2.0L","Automatic","31207","True","9/4/2007","This Caliber is an SE package with power windows and locks, remote keyless entry, CD player, speed control, the smooth CVT automatic transmission, A/C with CHILLZONE, and more! This Caliber is FACTORY CERTIFIED with the balance of an 80,000 mile powertrain warranty!","","http://webiol.homenetinc.com/dealers/2091/4578/A339.jpg,http://webiol.homenetinc.com/dealers/2091/4578/A339(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A339(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A339(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A339(5).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A339(6).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A339(7).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A339(8).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A339(9).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A339(10).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A339(11).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A339(12).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A339(13).jpg"
"401","USED","7-091A","3GNEC13T53G116553","2003","Chevrolet","Avalanche","Crew Cab Pickup","","CC15936","4","PEWTER","Gray","8","5.3L","Automatic","49112","False","9/6/2007","","Driver Air Bag,Passenger Air Bag,Passenger Air Bag On/Off Switch,Climate Control,Dual Zone A/C,Alarm,AM/FM Stereo,CD Player,4-Wheel ABS,4-Wheel Disc Brakes,Cruise Control,Rear Defrost,Rear Wheel Drive,Front Floor Mats,Daytime Running Lights,Keyless Entry,Power Door Locks,Heated Mirrors,Power Driver Mirror,Power Driver Seat,Cloth Seats,Split Bench Seat,Power Steering,Adjustable Steering Wheel,Full Size Spare Tire,Aluminum Wheels,Power Windows,Intermittent Wipers,Tires - Front Touring,Tires - Rear Touring,Fog Lamps,Power Passenger Mirror,Heated Exterior Driver Mirror,Heated Exterior Passenger Mirror,Privacy Glass,Auxiliary Pwr Outlet,Vehicle Anti-Theft System,Electrochromic rearview mirror,Driver Illuminated Vanity Mirror,Passenger Illuminated Visor Mirror,Front Reading Lamps,Rear Reading Lamps,Leather Wrapped Steering Wheel,Front Tow Hooks,Bed Liner","http://webiol.homenetinc.com/dealers/2091/4578/7-091A.jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-091A(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-091A(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-091A(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-091A(5).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-091A(6).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-091A(7).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-091A(8).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-091A(9).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-091A(10).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-091A(11).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-091A(12).jpg"
"401","USED","A381","2C4GP54L15R185247","2005","Chrysler","Town & Country","Mini-van, Passenger","Touring","RSYP53","4","MAGNESIUM","","6","3.8L","Automatic","24645","True","9/13/2007","This Town & Country is a one owner, off lease vehicle. This is a Touring package with the 3.8L V6, dual power sliding doors and a power liftgate, overhead console with compass and temperature, CD player, power driver seat, remote keyless entry, rear heat and a/c and much more! This Town & Country is also FACTORY CERTIFIED with the balance of an 80,000 mile powertrain warranty!","","http://webiol.homenetinc.com/dealers/2091/4578/A381.jpg,http://webiol.homenetinc.com/dealers/2091/4578/A381(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A381(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A381(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A381(5).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A381(6).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A381(7).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A381(8).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A381(9).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A381(10).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A381(11).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A381(12).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A381(13).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A381(14).jpg"
"401","USED","7-055C","2GTEK19T421336261","2002","GMC","Sierra 1500","Extended Cab Pickup","SLT 4X4","TK15753","2","MAROON","Taupe","8","5.3L","Automatic","61819","False","9/8/2007","WOW! This truck is loaded! This is an SLT package with heated leather seats, memory, power seats, chrome wheels, tow package, bedliner and much more!","","http://webiol.homenetinc.com/dealers/2091/4578/7-055C.jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-055C(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-055C(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-055C(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-055C(5).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-055C(6).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-055C(7).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-055C(8).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-055C(9).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-055C(10).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-055C(11).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-055C(12).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-055C(13).jpg"
