dealerID,stockno,year,vin,new/used,make,model,series,modelnum,body,mileage,extcolor,intcolor,transmission,doors,askingprice,MSRP,invoice,daysinstock,certified,engine,fuelcode,drivetrain,restraint,dealercomment,vehiclecomment,packagecode,ImageURLs,options,Video
"648","T70447A","2002","2B4GP74LX2R677764","U","Dodge","Caravan ","4dr Grand EX 119 WB ","","","60923","Stone White","Taupe","","4","9871.0000","","","27","No","3.8 L V6 Cyl.","","","Dual Front Air Bags"," ","","","http://www.autouplinkusa.com/Images/uv_images/6223/Originals/2B4GP74LX2R67776401.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/2B4GP74LX2R67776402.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/2B4GP74LX2R67776403.jpg,","Traction Control,4 Wheel Disc Brakes,Security System,Rear Defrost,Tinted Glass,Dual Climate Control,Rear Air Conditioning,Keyless Entry,Cloth Seats,Power Drivers Seat,Third Row Seat,Rear Arm Rest,AM/FM Stereo,Cassette,Compact Disk Player,Alloy Wheels,Trip Odometer,Trip Computer,Driver Air Bag,Passenger Air Bag,Rear Shoulder Harness,Intermittent Wipers,Rear Wiper,Power Brakes,Power Mirrors,Power Steering,Power Locks,Power Windows,Tilt Steering,Cruise Control,Center Arm Rest,Console,Quad Captains Chairs,Dual Slilding Doors (Power),Body Side Molding,Tachometer,Sunglass Holder,Reading Lights,Clock,Compass,Cup Holders,Map Pockets,Luggage Rack,Roof Luggage Rack,7 Passenger Seating,Additional Power Outlet(s)",""
"648","C70116B","2005","1D4HB48N95F518040","U","Dodge","Durango ","4dr 4WD SLT ","","","49586","Blue","Khaki","Automatic Transmission","4","16999.0000","","","27","No","4.7 L 8 Cyl. Cyl.","Gasoline Fuel","4 Wheel Drive","Dual Front Air Bags"," ","","","http://www.autouplinkusa.com/Images/uv_images/6223/Originals/1D4HB48N95F51804001.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/1D4HB48N95F51804002.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/1D4HB48N95F51804003.jpg,","4 Wheel Disc Brakes,Air Conditioning,4 Wheel Drive,Security System,Fog/Driving Lamps,Rear Defrost,Tinted Glass,Rear Air Conditioning,Keyless Entry,Cloth Seats,Power Drivers Seat,Third Row Seat,AM/FM Stereo,Compact Disk Player,Power Moon Roof,Full Wheel Covers,Trip Odometer,Trip Computer,Driver Air Bag,Passenger Air Bag,Window Locks,Rear Shoulder Harness,Intermittent Wipers,Rear Wiper,Power Brakes,Power Mirrors,Power Steering,Bug Deflector,Power Locks,Power Windows,Tilt Steering,Cruise Control,Bucket Seats,Center Arm Rest,Console,Body Side Molding,Tachometer,Reading Lights,Clock,Compass,Cup Holders,Map Pockets,Mud Gaurds,7 Passenger Seating,Additional Power Outlet(s)",""
"648","P23737A","2003","4B3AG52H63E130906","U","Dodge","Stratus ","2dr Cpe R/T ","","","58618","Indy Red","Dk/med Taupe","Automatic Transmission","2","12319.0000","","","27","No","3.0 L V6 Cyl.","Gasoline Fuel","","Dual Front Air Bags"," ","","","http://www.autouplinkusa.com/Images/uv_images/6223/Originals/4B3AG52H63E13090601.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/4B3AG52H63E13090602.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/4B3AG52H63E13090603.jpg,","Traction Control,4 Wheel Disc Brakes,Air Conditioning,Security System,Fog/Driving Lamps,Rear Defrost,Tinted Glass,Keyless Entry,Inside Trunk Release,Leather Seats,Power Drivers Seat,AM/FM Stereo,Cassette,Compact Disk Player,Infinity Sound System,Power Moon Roof,Alloy Wheels,Trip Odometer,Driver Air Bag,Passenger Air Bag,Window Locks,Rear Shoulder Harness,Intermittent Wipers,Power Brakes,Power Mirrors,Power Steering,Power Locks,Power Windows,Tilt Steering,Cruise Control,Bucket Seats,Center Arm Rest,Console,Body Side Molding,Tachometer,Reading Lights,Clock,Cup Holders,Map Pockets,Spoiler,5 Passenger Seating,Additional Power Outlet(s)",""
"648","T70426A","2005","2CNDL73FX56161421","U","Chevrolet","Equinox ","4dr AWD LT ","","","44652","Summit White","Light Gray","Automatic Transmission","4","14999.0000","","","48","No","3.4 L V6 Cyl.","Gasoline Fuel","All Wheel Drive","Dual Front Air Bags"," ","","","http://www.autouplinkusa.com/Images/uv_images/6223/Originals/2CNDL73FX5616142101.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/2CNDL73FX5616142102.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/2CNDL73FX5616142103.jpg,","Traction Control,Front Disc Brakes,Auto Adjusting Rear View Mirror,Air Conditioning,All Wheel Drive,Security System,Fog/Driving Lamps,Rear Defrost,Tinted Glass,Keyless Entry,Leather Seats,Power Drivers Seat,AM/FM Stereo,Compact Disk Player,MP3 Sound System,Power Moon Roof,Alloy Wheels,Trip Odometer,Driver Air Bag,Passenger Air Bag,Window Locks,Rear Shoulder Harness,Intermittent Wipers,Rear Wiper,Power Brakes,Power Mirrors,Power Steering,Power Locks,Power Windows,Tilt Steering,Cruise Control,Bucket Seats,Center Arm Rest,Console,Body Side Molding,Tachometer,Reading Lights,Clock,Compass,Cup Holders,Map Pockets,Luggage Rack,Roof Luggage Rack,Mud Gaurds,5 Passenger Seating,Additional Power Outlet(s)",""
"648","T70367A","2006","2HGFG21506H701073","U","Honda","Civic ","Manual ","","","12921","Galaxy Gray Metallic","Black","6 Speed","2","19860.0000","","","55","No","2.0 L 4 Cyl. Cyl.","Gasoline Fuel","","Dual Front and Side Air Bags"," ","","","http://www.autouplinkusa.com/Images/uv_images/6223/Originals/2HGFG21506H70107301.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/2HGFG21506H70107302.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/2HGFG21506H70107303.jpg,","4 Wheel Disc Brakes,Air Conditioning,Security System,Rear Defrost,Tinted Glass,Keyless Entry,Inside Fuel Release,Inside Trunk Release,Cloth Seats,AM/FM Stereo,Steering Wheel Stereo Controls,Compact Disk Player,XM Satelite Radio,MP3 Sound System,Power Moon Roof,Alloy Wheels,Trip Odometer,Driver Air Bag,Passenger Air Bag,Side Air Bags,Window Locks,Rear Shoulder Harness,Intermittent Wipers,Power Brakes,Power Mirrors,Power Steering,Power Locks,Power Windows,Tilt Steering,Cruise Control,Bucket Seats,Center Arm Rest,Console,Tachometer,Reading Lights,Clock,Cup Holders,Digital Dash,Map Pockets,Spoiler,5 Passenger Seating",""
"648","T70488A","2003","1G4HR54K43U289751","U","Buick","LeSabre ","4dr Sdn Limited ","","","37662","Dark Bronzemist Metallic","Taupe","Automatic Transmission","4","13999.0000","","","13","No","3.8 L V6 Cyl.","Gasoline Fuel","","Dual Front and Side Air Bags"," ","","","http://www.autouplinkusa.com/Images/uv_images/6223/Originals/1G4HR54K43U28975101.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/1G4HR54K43U28975102.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/1G4HR54K43U28975103.jpg,","Traction Control,4 Wheel Disc Brakes,OnStar System,Auto Adjusting Rear View Mirror,Security System,Auto Climate Control,Rear Defrost,Tinted Glass,Dual Climate Control,Rear Air Conditioning,Keyless Entry,Inside Trunk Release,Leather Seats,Power Drivers Seat,Driver Memory Seat,Heated Front Seats,Power Passenger Seat,Heated Seats,Rear Arm Rest,AM/FM Stereo,Steering Wheel Stereo Controls,Cassette,Compact Disk Player,Power Moon Roof,Premium Wheels,Trip Odometer,Trip Computer,Driver Air Bag,Passenger Air Bag,Side Air Bags,Window Locks,Rear Shoulder Harness,Intermittent Wipers,Power Brakes,Power Mirrors,Power Steering,Power Locks,Power Windows,Tilt Steering,Cruise Control,Center Arm Rest,Console,Split Bench Seat,Body Side Molding,Tachometer,Reading Lights,Clock,Compass,Cup Holders,Map Pockets,Mud Gaurds,6 Passenger Seating,Additional Power Outlet(s)",""
"648","D80502A","2006","1J8HG48N16C274233","U","Jeep","Commander ","4dr 4WD ","","","9939","Bright Silver Metallic","Med Slate Gray","Automatic Transmission","4","23999.0000","","","13","Yes","4.7 L 8 Cyl. Cyl.","Gasoline Fuel","4 Wheel Drive","Dual Front and Side Air Bags"," ","","","http://www.autouplinkusa.com/Images/uv_images/6223/Originals/1J8HG48N16C27423301.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/1J8HG48N16C27423302.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/1J8HG48N16C27423303.jpg,","Certified Used Car,Traction Control,4 Wheel Disc Brakes,Air Conditioning,4 Wheel Drive,Security System,Rear Defrost,Tinted Glass,Rear Air Conditioning,Keyless Entry,Inside Trunk Release,Cloth Seats,Power Drivers Seat,Third Row Seat,Rear Arm Rest,AM/FM Stereo,Compact Disk Player,Alloy Wheels,Trip Odometer,Trip Computer,Driver Air Bag,Passenger Air Bag,Side Air Bags,Window Locks,Rear Shoulder Harness,Intermittent Wipers,Rear Wiper,Power Brakes,Power Mirrors,Power Steering,Power Locks,Power Windows,Tilt Steering,Cruise Control,Bucket Seats,Center Arm Rest,Console,Body Side Molding,Tachometer,Reading Lights,Clock,Compass,Cup Holders,Map Pockets,7 Passenger Seating,Additional Power Outlet(s)",""
"648","D71219A","2004","1GCHK23214F240716","U","Chevrolet","Silverado 2500HD ","Crew Cab 153 WB 4WD LS ","","","14859","Silver Birch Metallic","Medium Gray","Automatic Transmission","4","29699.0000","","","48","No","6.6 L 8 Cyl. Cyl.","Diesel Fuel","4 Wheel Drive","Dual Front Air Bags"," ","","","http://www.autouplinkusa.com/Images/uv_images/6223/Originals/1GCHK23214F24071601.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/1GCHK23214F24071602.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/1GCHK23214F24071603.jpg,","4 Wheel Disc Brakes,Auto Adjusting Rear View Mirror,4 Wheel Drive,Security System,Fog/Driving Lamps,Rear Defrost,Tinted Glass,Dual Climate Control,Keyless Entry,Cloth Seats,Power Drivers Seat,Rear Arm Rest,AM/FM Stereo,Steering Wheel Stereo Controls,Cassette,Compact Disk Player,Alloy Wheels,Trip Odometer,Driver Air Bag,Passenger Air Bag,Window Locks,Rear Shoulder Harness,Intermittent Wipers,Power Brakes,Power Mirrors,Power Steering,Bug Deflector,Power Locks,Power Windows,Tilt Steering,Cruise Control,Center Arm Rest,Console,Dual Captains Chairs,Body Side Molding,Tachometer,Reading Lights,Clock,Compass,Cup Holders,Map Pockets,Short Bed,Tow Hitch,Bed Liner,Mud Gaurds,5 Passenger Seating,Additional Power Outlet(s),Captain's Chairs",""
"648","J70305A","2006","1GCHK23U36F164839","U","Chevrolet","Silverado 2500HD ","Crew Cab 167 WB 4WD Work Truck ","","","14763","Summit White","Medium Gray","Automatic Transmission","4","26599.0000","","","13","No","6.0 L 8 Cyl. Cyl.","Gasoline Fuel","4 Wheel Drive","Dual Front Air Bags"," ","","","http://www.autouplinkusa.com/Images/uv_images/6223/Originals/1GCHK23U36F16483901.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/1GCHK23U36F16483902.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/1GCHK23U36F16483903.jpg,","4 Wheel Disc Brakes,4 Wheel Drive,Tinted Glass,Dual Climate Control,Cloth Seats,AM/FM Stereo,Full Wheel Covers,Trip Odometer,Driver Air Bag,Passenger Air Bag,Rear Shoulder Harness,Intermittent Wipers,Power Brakes,Power Steering,Tilt Steering,Center Arm Rest,Console,Split Bench Seat,Tachometer,Cup Holders,Map Pockets,Long Bed,Tonneau Cover,Tow Hitch,6 Passenger Seating,Additional Power Outlet(s)",""
"648","P23744","2006","2T1BR32E06C575447","U","Toyota","Corolla ","4dr Sdn LE Auto (Natl) ","","","20324","Impulse Red Pearl","Beige","Automatic Transmission","4","12959.0000","","","55","Yes","1.8 L 4 Cyl. Cyl.","Gasoline Fuel","","Dual Front Air Bags"," ","","","http://www.autouplinkusa.com/Images/uv_images/6223/Originals/2T1BR32E06C57544701.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/2T1BR32E06C57544702.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/2T1BR32E06C57544703.jpg,","Certified Used Car,Front Disc Brakes,Air Conditioning,Security System,Rear Defrost,Tinted Glass,Keyless Entry,Inside Fuel Release,Inside Trunk Release,Cloth Seats,AM/FM Stereo,Compact Disk Player,Full Wheel Covers,Trip Odometer,Driver Air Bag,Passenger Air Bag,Window Locks,Rear Shoulder Harness,Intermittent Wipers,Power Brakes,Power Mirrors,Power Steering,Power Locks,Power Windows,Tilt Steering,Cruise Control,Bucket Seats,Center Arm Rest,Console,Body Side Molding,Tachometer,Reading Lights,Clock,Cup Holders,Map Pockets,5 Passenger Seating,Additional Power Outlet(s)",""
"648","P23763","2006","2T1BR32E56C595340","U","Toyota","Corolla ","4dr Sdn LE Auto (Natl) ","","","18549","Silver Streak Mica","Stone","Automatic Transmission","4","14299.0000","","","13","Yes","1.8 L 4 Cyl. Cyl.","Gasoline Fuel","","Dual Front Air Bags"," ","","","http://www.autouplinkusa.com/Images/uv_images/6223/Originals/2T1BR32E56C59534001.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/2T1BR32E56C59534002.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/2T1BR32E56C59534003.jpg,","Certified Used Car,Front Disc Brakes,Air Conditioning,Security System,Rear Defrost,Tinted Glass,Keyless Entry,Inside Fuel Release,Inside Trunk Release,Cloth Seats,AM/FM Stereo,Compact Disk Player,Full Wheel Covers,Trip Odometer,Driver Air Bag,Passenger Air Bag,Window Locks,Rear Shoulder Harness,Intermittent Wipers,Power Brakes,Power Mirrors,Power Steering,Power Locks,Power Windows,Tilt Steering,Cruise Control,Bucket Seats,Center Arm Rest,Console,Body Side Molding,Tachometer,Reading Lights,Clock,Cup Holders,Map Pockets,5 Passenger Seating,Additional Power Outlet(s)",""
"648","P23765","2006","JTEEP21A260173317","U","Toyota","Highlander ","4dr V6 4WD w/3rd Row (Natl) ","","","12116","Bluestone Metallic","Ash","Automatic Transmission","4","23999.0000","","","13","Yes","3.3 L V6 Cyl.","Gasoline Fuel","4 Wheel Drive","Dual Front Air Bags"," ","","","http://www.autouplinkusa.com/Images/uv_images/6223/Originals/JTEEP21A26017331701.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/JTEEP21A26017331702.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/JTEEP21A26017331703.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/JTEEP21A26017331704.jpg,","Certified Used Car,Traction Control,4 Wheel Disc Brakes,Air Conditioning,4 Wheel Drive,Security System,Fog/Driving Lamps,Rear Defrost,Tinted Glass,Keyless Entry,Inside Fuel Release,Cloth Seats,Power Drivers Seat,Third Row Seat,Rear Arm Rest,AM/FM Stereo,Cassette,Compact Disk Player,Alloy Wheels,Trip Odometer,Driver Air Bag,Passenger Air Bag,Window Locks,Rear Shoulder Harness,Intermittent Wipers,Rear Wiper,Power Brakes,Power Mirrors,Power Steering,Power Locks,Power Windows,Tilt Steering,Cruise Control,Center Arm Rest,Console,Dual Captains Chairs,Body Side Molding,Tachometer,Sunglass Holder,Reading Lights,Clock,Cup Holders,Map Pockets,Luggage Rack,Roof Luggage Rack,Mud Gaurds,7 Passenger Seating,Additional Power Outlet(s),Captain's Chairs",""
"648","P23754","2007","4T1BE46K77U023395","U","Toyota","Camry ","4dr Sdn I4 Auto LE (Natl) ","","","13822","Barcelona Red Metallic","Ash","Automatic Transmission","4","19899.0000","","","34","Yes","2.4 L 4 Cyl. Cyl.","Gasoline Fuel","","Dual Front Air Bags"," ","","","http://www.autouplinkusa.com/Images/uv_images/6223/Originals/4T1BE46K77U02339501.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/4T1BE46K77U02339502.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/4T1BE46K77U02339503.jpg,","Certified Used Car,4 Wheel Disc Brakes,Air Conditioning,Security System,Rear Defrost,Tinted Glass,Keyless Entry,Inside Fuel Release,Inside Trunk Release,Cloth Seats,Power Drivers Seat,Rear Arm Rest,AM/FM Stereo,Steering Wheel Stereo Controls,Compact Disk Player,Full Wheel Covers,Trip Odometer,Driver Air Bag,Passenger Air Bag,Window Locks,Rear Shoulder Harness,Intermittent Wipers,Power Brakes,Power Mirrors,Power Steering,Power Locks,Power Windows,Tilt Steering,Cruise Control,Bucket Seats,Center Arm Rest,Console,Tachometer,Sunglass Holder,Reading Lights,Clock,Cup Holders,Map Pockets,5 Passenger Seating,Additional Power Outlet(s)",""
"648","T70479A","2005","1D4GP45R35B323563","U","Dodge","Caravan ","4dr SXT ","","","39384","Blue","Medium Slate Gray","Automatic Transmission","4","14302.0000","","","34","No","3.3 L V6 Cyl.","Gasoline Fuel","","Dual Front Air Bags"," ","","","http://www.autouplinkusa.com/Images/uv_images/6223/Originals/1D4GP45R35B32356301.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/1D4GP45R35B32356302.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/1D4GP45R35B32356303.jpg,","Front Disc Brakes,Security System,Rear Defrost,Tinted Glass,Dual Climate Control,Keyless Entry,Cloth Seats,Third Row Seat,Rear Arm Rest,AM/FM Stereo,Cassette,Compact Disk Player,Alloy Wheels,Trip Odometer,Driver Air Bag,Passenger Air Bag,Rear Shoulder Harness,Intermittent Wipers,Rear Wiper,Power Brakes,Power Mirrors,Power Steering,Bug Deflector,Power Locks,Power Windows,Tilt Steering,Cruise Control,Center Arm Rest,Quad Captains Chairs,Body Side Molding,Tachometer,Reading Lights,Clock,Cup Holders,Map Pockets,Luggage Rack,Roof Luggage Rack,Mud Gaurds,7 Passenger Seating,Additional Power Outlet(s)",""
"648","P23766","2006","1D4GP24R76B754561","U","Dodge","Grand Caravan ","4dr SE ","","","10630","Stone White","Dark Khaki/lt Gray Stone","Automatic Transmission","4","16999.0000","","","13","No","3.3 L V6 Cyl.","Gasoline Fuel","","Dual Front Air Bags"," ","","","http://www.autouplinkusa.com/Images/uv_images/6223/Originals/1D4GP24R76B75456101.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/1D4GP24R76B75456102.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/1D4GP24R76B75456103.jpg,","4 Wheel Disc Brakes,Security System,Rear Defrost,Tinted Glass,Dual Climate Control,Rear Air Conditioning,Keyless Entry,Cloth Seats,Third Row Seat,Rear Arm Rest,AM/FM Stereo,Compact Disk Player,Full Wheel Covers,Trip Odometer,Driver Air Bag,Passenger Air Bag,Rear Shoulder Harness,Intermittent Wipers,Rear Wiper,Power Brakes,Power Mirrors,Power Steering,Power Locks,Power Windows,Tilt Steering,Cruise Control,Center Arm Rest,Quad Captains Chairs,Body Side Molding,Tachometer,Reading Lights,Clock,Cup Holders,Map Pockets,7 Passenger Seating,Additional Power Outlet(s)",""
"648","P23778","2006","1D4GP24RX6B707170","U","Dodge","Grand Caravan ","4dr SE ","","","17974","Stone White","Medium Slate Gray","Automatic Transmission","4","18999.0000","","","13","Yes","3.3 L V6 Cyl.","Gasoline Fuel","","Dual Front Air Bags"," ","","","http://www.autouplinkusa.com/Images/uv_images/6223/Originals/1D4GP24RX6B70717001.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/1D4GP24RX6B70717002.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/1D4GP24RX6B70717003.jpg,","Certified Used Car,4 Wheel Disc Brakes,Security System,Rear Defrost,Tinted Glass,Dual Climate Control,Rear Air Conditioning,Keyless Entry,Cloth Seats,Power Drivers Seat,Third Row Seat,Rear Arm Rest,AM/FM Stereo,Compact Disk Player,DVD Player,Alloy Wheels,Trip Odometer,Driver Air Bag,Passenger Air Bag,Rear Shoulder Harness,Intermittent Wipers,Rear Wiper,Power Brakes,Power Mirrors,Power Steering,Power Locks,Power Windows,Tilt Steering,Cruise Control,Center Arm Rest,Quad Captains Chairs,Body Side Molding,Tachometer,Reading Lights,Clock,Cup Holders,Luggage Rack,Roof Luggage Rack,7 Passenger Seating,Additional Power Outlet(s)",""
"648","D70407A","2005","1D7HU16D95J650220","U","Dodge","Ram 1500 ","2dr Reg Cab 120.5 WB 4WD SLT ","","","28549","Flame Red","Dark Slate Gray","Automatic Transmission","2","19999.0000","","","48","No","5.7 L 8 Cyl. Cyl.","Gasoline Fuel","4 Wheel Drive","Dual Front Air Bags"," ","","","http://www.autouplinkusa.com/Images/uv_images/6223/Originals/1D7HU16D95J65022001.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/1D7HU16D95J65022002.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/1D7HU16D95J65022003.jpg,","4 Wheel Disc Brakes,Auto Adjusting Rear View Mirror,Air Conditioning,Heated Side Mirrors,4 Wheel Drive,Security System,Fog/Driving Lamps,Tinted Glass,Keyless Entry,Cloth Seats,Power Drivers Seat,AM/FM Stereo,Steering Wheel Stereo Controls,Cassette,Compact Disk Player,Premium Wheels,Trip Odometer,Trip Computer,Driver Air Bag,Passenger Air Bag,Intermittent Wipers,Power Brakes,Power Mirrors,Power Steering,Power Locks,Power Windows,Tilt Steering,Cruise Control,Center Arm Rest,Console,Split Bench Seat,Body Side Molding,Tachometer,Reading Lights,Clock,Compass,Cup Holders,Map Pockets,Short Bed,Tonneau Cover,Tow Hitch,Sliding Rear Window,Mud Gaurds,Additional Power Outlet(s)",""
"648","J70311A","2005","4B3AG42G35E017063","U","Dodge","Stratus Cpe ","2dr Cpe SXT *Ltd Avail* ","","","39484","Brilliant Silver Metallic","Dk Taupe/med Taupe","Automatic Transmission","2","10989.0000","","","34","No","2.4 L 4 Cyl. Cyl.","Gasoline Fuel","","Dual Front Air Bags"," ","","","http://www.autouplinkusa.com/Images/uv_images/6223/Originals/4B3AG42G35E01706301.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/4B3AG42G35E01706302.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/4B3AG42G35E01706303.jpg,","Front Disc Brakes,Air Conditioning,Security System,Rear Defrost,Tinted Glass,Keyless Entry,Inside Trunk Release,Cloth Seats,AM/FM Stereo,Compact Disc Changer,Power Moon Roof,Alloy Wheels,Trip Odometer,Driver Air Bag,Passenger Air Bag,Window Locks,Rear Shoulder Harness,Intermittent Wipers,Power Brakes,Power Mirrors,Power Steering,Power Locks,Power Windows,Tilt Steering,Cruise Control,Bucket Seats,Center Arm Rest,Console,Body Side Molding,Tachometer,Reading Lights,Clock,Cup Holders,Map Pockets,Spoiler,5 Passenger Seating,Additional Power Outlet(s)",""
"648","C60327A","2004","1FAFP42R24F181572","U","Ford","Mustang ","2dr Cpe Premium Mach 1 ","","","40660","Screaming Yellow","Dark Charcoal","5 Speed Manual Transmission","2","19797.0000","","","62","No","4.6 L 8 Cyl. Cyl.","Gasoline Fuel","","Dual Front Air Bags"," ","","","http://www.autouplinkusa.com/Images/uv_images/6223/Originals/1FAFP42R24F18157201.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/1FAFP42R24F18157202.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/1FAFP42R24F18157203.jpg,","Traction Control,4 Wheel Disc Brakes,Air Conditioning,Security System,Fog/Driving Lamps,Rear Defrost,Tinted Glass,Keyless Entry,Inside Trunk Release,Leather Seats,Power Drivers Seat,AM/FM Stereo,Compact Disc Changer,Premium Wheels,Trip Odometer,Driver Air Bag,Passenger Air Bag,Rear Shoulder Harness,Intermittent Wipers,Power Brakes,Power Mirrors,Power Steering,Power Locks,Power Windows,Tilt Steering,Cruise Control,Bucket Seats,Center Arm Rest,Console,Quad Seating,Accent Stripes,Tachometer,Reading Lights,Clock,Cup Holders,Map Pockets,Spoiler,Additional Power Outlet(s),5 Speed",""
"648","P23757","2007","4T1BE46KX7U531263","U","Toyota","Camry ","4dr Sdn I4 Auto LE (Natl) ","","","14984","Titanium Metallic","Ash","Automatic Transmission","4","18999.0000","","","34","Yes","2.4 L 4 Cyl. Cyl.","Gasoline Fuel","","Dual Front Air Bags"," ","","","http://www.autouplinkusa.com/Images/uv_images/6223/Originals/4T1BE46KX7U53126301.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/4T1BE46KX7U53126302.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/4T1BE46KX7U53126303.jpg,","Certified Used Car,4 Wheel Disc Brakes,Air Conditioning,Security System,Rear Defrost,Tinted Glass,Keyless Entry,Inside Fuel Release,Inside Trunk Release,Cloth Seats,Power Drivers Seat,Rear Arm Rest,AM/FM Stereo,Steering Wheel Stereo Controls,Compact Disk Player,Full Wheel Covers,Trip Odometer,Driver Air Bag,Passenger Air Bag,Window Locks,Rear Shoulder Harness,Intermittent Wipers,Power Brakes,Power Mirrors,Power Steering,Power Locks,Power Windows,Tilt Steering,Cruise Control,Bucket Seats,Center Arm Rest,Console,Tachometer,Sunglass Holder,Reading Lights,Clock,Cup Holders,Map Pockets,5 Passenger Seating,Additional Power Outlet(s)",""
"648","T70561A","2003","4T1BE30K13U200519","U","Toyota","Camry ","4dr Sdn XLE Auto (Natl) ","","","56022","Lunar Mist Metallic","Stone","Automatic Transmission","4","15599.0000","","","13","Yes","2.4 L 4 Cyl. Cyl.","Gasoline Fuel","","Dual Front and Side Air Bags"," ","","","http://www.autouplinkusa.com/Images/uv_images/6223/Originals/4T1BE30K13U20051901.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/4T1BE30K13U20051902.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/4T1BE30K13U20051903.jpg,","Certified Used Car,4 Wheel Disc Brakes,Auto Adjusting Rear View Mirror,Air Conditioning,Security System,Fog/Driving Lamps,Rear Defrost,Tinted Glass,Keyless Entry,Inside Fuel Release,Inside Trunk Release,Cloth Seats,Power Drivers Seat,Power Passenger Seat,Rear Arm Rest,AM/FM Stereo,Steering Wheel Stereo Controls,Cassette,Compact Disc Changer,Full Wheel Covers,Trip Odometer,Driver Air Bag,Passenger Air Bag,Side Air Bags,Window Locks,Rear Shoulder Harness,Intermittent Wipers,Power Brakes,Power Mirrors,Power Steering,Power Locks,Power Windows,Tilt Steering,Cruise Control,Bucket Seats,Center Arm Rest,Console,Body Side Molding,Tachometer,Sunglass Holder,Reading Lights,Clock,Compass,Cup Holders,Map Pockets,5 Passenger Seating,Additional Power Outlet(s)",""
"648","D70208A","2002","2G1WF52E229120169","U","Chevrolet","Impala ","4dr Sdn ","","","25248","Sandrift Metallic","Neutral","Automatic Transmission","4","11999.0000","","","6","No","3.4 L V6 Cyl.","Gasoline Fuel","","Dual Front Air Bags"," ","","","http://www.autouplinkusa.com/Images/uv_images/6223/Originals/2G1WF52E22912016901.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/2G1WF52E22912016902.jpg,http://www.autouplinkusa.com/Images/uv_images/6223/Originals/2G1WF52E22912016903.jpg,","Front Disc Brakes,Air Conditioning,Rear Defrost,Dual Climate Control,Keyless Entry,Inside Trunk Release,Cloth Seats,AM/FM Stereo,Cassette,Compact Disk Player,Full Wheel Covers,Trip Odometer,Driver Air Bag,Passenger Air Bag,Window Locks,Rear Shoulder Harness,Intermittent Wipers,Power Brakes,Power Mirrors,Power Steering,Power Locks,Power Windows,Tilt Steering,Cruise Control,Center Arm Rest,Console,Split Bench Seat,Body Side Molding,Accent Stripes,Reading Lights,Clock,Cup Holders,Lighted Make-Up Mirror,6 Passenger Seating,Additional Power Outlet(s)",""
