DealerID","UsedNew","Certified","Year","Make","Model","Trim","StockNumber","VIN","Mileage","Price","Engine","Tramsission","Color","Interior","Images","Comment","Options"
"900","U","N","2001","Subaru","Legacy","OUTBACK","P5182","4S3BH665217675249","94299","10401","B4 2.5L","Automatic 4 Speed","Wintergreen Metallic/Titanium Pearl","Beige w/Cloth Seat Trim","http://images.vinmanager.com/DealerPics/Dealer900/4S3BH665217675249.jpg,http://images.vinmanager.com/DealerPics/Dealer900/4S3BH665217675249_00.jpg,http://images.vinmanager.com/DealerPics/Dealer900/4S3BH665217675249_01.jpg,http://images.vinmanager.com/DealerPics/Dealer900/4S3BH665217675249_02.jpg,http://images.vinmanager.com/DealerPics/Dealer900/4S3BH665217675249_03.jpg,http://images.vinmanager.com/DealerPics/Dealer900/4S3BH665217675249_04.jpg,http://images.vinmanager.com/DealerPics/Dealer900/4S3BH665217675249_05.jpg,http://images.vinmanager.com/DealerPics/Dealer900/4S3BH665217675249_06.jpg,http://images.vinmanager.com/DealerPics/Dealer900/4S3BH665217675249_07.jpg,http://images.vinmanager.com/DealerPics/Dealer900/4S3BH665217675249_08.jpg","<b>For a chance to WIN THIS CAR* set your appointment with the Internet Sales Department TODAY!</b> <br><br> Contact our Internet Sales Department for your next Certified Pre-Owned Volkswagen or Subaru featuring New Car Rates. <br><br> Ask about our select Tom Wood Certified Pre-Owned vehicles with a 12 month / 12000 miles drive train warranty.  Model restrictions apply to Tom Wood Certified Pre-Owned Warranty. <br><br> For special internet prices call for an appointment! <br><br> * No purchase necessary some restrictions apply.  Contact the Internet Sales Department for details.","165 horsepower, 2.5 liter flat 4 cylinder SOHC engine, 4 Doors, 4-wheel ABS brakes, 4WD Type - Full-time, 6-way power adjustable drivers seat, Air conditioning, All-wheel drive, Center Console - Full with covered storage, Chrome grill, Clock - In-dash, Cruise control, Daytime running lights, External temperature display, Front fog/driving lights, Front seat type - Bucket, Intermittent window wipers, Limited slip differential - Viscous, Overhead console - Mini with storage, Passenger Airbag, Power mirrors, Power windows with 1 one-touch, Privacy/tinted glass, Rear bench seats, Rear defogger, Rear wiper, Remote power door locks, Roof rack, Speed-proportional power steering, Tachometer, Tilt steering wheel"
"900","U","N","2006","Volkswagen","Rabbit","2.5","P5183","WVWCR71K56W150249","10471","16181","L5 2.5L","Manual 5 Speed","Black Uni","Anthracite w/Opera Velour Seat Fabric","http://images.vinmanager.com/DealerPics/Dealer900/WVWCR71K56W150249.jpg,http://images.vinmanager.com/DealerPics/Dealer900/WVWCR71K56W150249_00.jpg,http://images.vinmanager.com/DealerPics/Dealer900/WVWCR71K56W150249_01.jpg,http://images.vinmanager.com/DealerPics/Dealer900/WVWCR71K56W150249_02.jpg,http://images.vinmanager.com/DealerPics/Dealer900/WVWCR71K56W150249_03.jpg,http://images.vinmanager.com/DealerPics/Dealer900/WVWCR71K56W150249_04.jpg,http://images.vinmanager.com/DealerPics/Dealer900/WVWCR71K56W150249_05.jpg,http://images.vinmanager.com/DealerPics/Dealer900/WVWCR71K56W150249_06.jpg,http://images.vinmanager.com/DealerPics/Dealer900/WVWCR71K56W150249_07.jpg,http://images.vinmanager.com/DealerPics/Dealer900/WVWCR71K56W150249_08.jpg,http://images.vinmanager.com/DealerPics/Dealer900/WVWCR71K56W150249_09.jpg","<b>For a chance to WIN THIS CAR* set your appointment with the Internet Sales Department TODAY!</b> <br><br> Contact our Internet Sales Department for your next Certified Pre-Owned Volkswagen or Subaru featuring New Car Rates. <br><br> Ask about our select Tom Wood Certified Pre-Owned vehicles with a 12 month / 12000 miles drive train warranty.  Model restrictions apply to Tom Wood Certified Pre-Owned Warranty. <br><br> For special internet prices call for an appointment! <br><br> * No purchase necessary some restrictions apply.  Contact the Internet Sales Department for details.","150 horsepower, 2-way power adjustable drivers seat, 2.5 liter inline 5 cylinder DOHC engine with variable valve timing, 4 Doors, 4-wheel ABS brakes, Air conditioning, Center Console - Full with covered storage, Climate controlled - Driver and passenger heated-cushion; driver and passenger heated-seatback, Clock - In-dash, Cruise control, Daytime running lights, External temperature display, Front seat type - Bucket, Front-wheel drive, Head airbags - Curtain 1st and 2nd row, Heated drivers seat, Heated passenger seat, Heated Windshield Washer Jets - Jets, Interior air filtration, Intermittent window wipers, Multi-function remote - Trunk/hatch/door, Passenger Airbag, Power heated mirrors, Power windows with 4 one-touch, Privacy/tinted glass, Rear bench seats, Rear defogger, Rear wiper, Remote power door locks, Signal mirrors - Turn signal in mirrors, Speed-proportional power steering, Tachometer, Tilt and telescopic steering wheel, Traction control - ABS and driveline"
"900","U","N","2002","Volkswagen","New Beetle","GLS","P5185","3VWCB21C52M456407","63361","13981","L4 2.0L","Automatic 4 Speed","Luna Green","","http://images.vinmanager.com/DealerPics/Dealer900/3VWCB21C52M456407.jpg,http://images.vinmanager.com/DealerPics/Dealer900/3VWCB21C52M456407_00.jpg,http://images.vinmanager.com/DealerPics/Dealer900/3VWCB21C52M456407_01.jpg,http://images.vinmanager.com/DealerPics/Dealer900/3VWCB21C52M456407_02.jpg,http://images.vinmanager.com/DealerPics/Dealer900/3VWCB21C52M456407_03.jpg,http://images.vinmanager.com/DealerPics/Dealer900/3VWCB21C52M456407_04.jpg,http://images.vinmanager.com/DealerPics/Dealer900/3VWCB21C52M456407_05.jpg,http://images.vinmanager.com/DealerPics/Dealer900/3VWCB21C52M456407_06.jpg,http://images.vinmanager.com/DealerPics/Dealer900/3VWCB21C52M456407_07.jpg,http://images.vinmanager.com/DealerPics/Dealer900/3VWCB21C52M456407_08.jpg,http://images.vinmanager.com/DealerPics/Dealer900/3VWCB21C52M456407_09.jpg","<b>For a chance to WIN THIS CAR* set your appointment with the Internet Sales Department TODAY!</b> <br><br> Contact our Internet Sales Department for your next Certified Pre-Owned Volkswagen or Subaru featuring New Car Rates. <br><br> Ask about our select Tom Wood Certified Pre-Owned vehicles with a 12 month / 12000 miles drive train warranty.  Model restrictions apply to Tom Wood Certified Pre-Owned Warranty. <br><br> For special internet prices call for an appointment! <br><br> * No purchase necessary some restrictions apply.  Contact the Internet Sales Department for details.","115 horsepower, 2 Doors, 2.0 liter inline 4 cylinder SOHC engine, 4-wheel ABS brakes, Air conditioning, Center Console - Full with storage, Clock - In-overhead console, Cruise control, Daytime running lights, External temperature display, Front fog/driving lights, Front seat type - Bucket, Front-wheel drive, Fuel economy EPA highway (mpg): 29 and EPA city (mpg): 23, Interior air filtration, Intermittent window wipers, Multi-function remote - Trunk/hatch/door, Overhead console - Mini with storage, Passenger Airbag, Power heated mirrors, Power steering, Power windows with 2 one-touch, Privacy/tinted glass, Rear bench seats, Rear defogger, Remote power door locks, Speed sensitive window wipers, Tachometer, Tilt and telescopic steering wheel"
"900","U","N","2005","Subaru","Impreza","WRX STI","P5186","JF1GD70675L509109","38854","28180","B4 2.5L Turbo","Manual","Crystal Gray Metallic","Off Black w/Blue Escaine Upholstery w/Black Knit B","http://images.vinmanager.com/DealerPics/Dealer900/JF1GD70675L509109.jpg,http://images.vinmanager.com/DealerPics/Dealer900/JF1GD70675L509109_00.jpg,http://images.vinmanager.com/DealerPics/Dealer900/JF1GD70675L509109_01.jpg,http://images.vinmanager.com/DealerPics/Dealer900/JF1GD70675L509109_02.jpg,http://images.vinmanager.com/DealerPics/Dealer900/JF1GD70675L509109_03.jpg,http://images.vinmanager.com/DealerPics/Dealer900/JF1GD70675L509109_04.jpg,http://images.vinmanager.com/DealerPics/Dealer900/JF1GD70675L509109_05.jpg,http://images.vinmanager.com/DealerPics/Dealer900/JF1GD70675L509109_06.jpg,http://images.vinmanager.com/DealerPics/Dealer900/JF1GD70675L509109_07.jpg,http://images.vinmanager.com/DealerPics/Dealer900/JF1GD70675L509109_08.jpg,http://images.vinmanager.com/DealerPics/Dealer900/JF1GD70675L509109_09.jpg","<b>For a chance to WIN THIS CAR* set your appointment with the Internet Sales Department TODAY!</b> <br><br> Contact our Internet Sales Department for your next Certified Pre-Owned Volkswagen or Subaru featuring New Car Rates. <br><br> Ask about our select Tom Wood Certified Pre-Owned vehicles with a 12 month / 12000 miles drive train warranty.  Model restrictions apply to Tom Wood Certified Pre-Owned Warranty. <br><br> For special internet prices call for an appointment! <br><br> * No purchase necessary some restrictions apply.  Contact the Internet Sales Department for details.","2.5 liter flat 4 cylinder DOHC engine with variable valve timing, 300 horsepower, 4 Doors, 4-wheel ABS brakes, 4WD Type - Full-time, Air conditioning, All-wheel drive, Center Console - Full with covered storage, Compressor - Intercooled turbo, Cruise control, External temperature display, Front seat type - Sports, Interior air filtration, Intermittent window wipers, Limited slip differential, Manual Transmission, Passenger Airbag, Power mirrors, Power windows with 1 one-touch, Privacy/tinted glass, Rear bench seats, Rear defogger, Rear spoiler - Wing, Remote power door locks, Speed-proportional power steering, Tachometer, Tilt steering wheel, Xenon headlights"
"900","U","N","2003","Jaguar","X-Type","2.5","P5187A","SAJEA51D33XD08877","116424","9981","V6 2.5L","Automatic","Platnum","","http://images.vinmanager.com/DealerPics/Dealer900/SAJEA51D33XD08877.jpg,http://images.vinmanager.com/DealerPics/Dealer900/SAJEA51D33XD08877_00.jpg,http://images.vinmanager.com/DealerPics/Dealer900/SAJEA51D33XD08877_01.jpg,http://images.vinmanager.com/DealerPics/Dealer900/SAJEA51D33XD08877_02.jpg,http://images.vinmanager.com/DealerPics/Dealer900/SAJEA51D33XD08877_03.jpg,http://images.vinmanager.com/DealerPics/Dealer900/SAJEA51D33XD08877_04.jpg,http://images.vinmanager.com/DealerPics/Dealer900/SAJEA51D33XD08877_05.jpg,http://images.vinmanager.com/DealerPics/Dealer900/SAJEA51D33XD08877_06.jpg,http://images.vinmanager.com/DealerPics/Dealer900/SAJEA51D33XD08877_07.jpg,http://images.vinmanager.com/DealerPics/Dealer900/SAJEA51D33XD08877_08.jpg,http://images.vinmanager.com/DealerPics/Dealer900/SAJEA51D33XD08877_09.jpg","<b>For a chance to WIN THIS CAR* set your appointment with the Internet Sales Department TODAY!</b> <br><br> Contact our Internet Sales Department for your next Certified Pre-Owned Volkswagen or Subaru featuring New Car Rates. <br><br> Ask about our select Tom Wood Certified Pre-Owned vehicles with a 12 month / 12000 miles drive train warranty.  Model restrictions apply to Tom Wood Certified Pre-Owned Warranty. <br><br> For special internet prices call for an appointment! <br><br> * No purchase necessary some restrictions apply.  Contact the Internet Sales Department for details.","194 horsepower, 2.5 liter V6 DOHC engine with variable valve timing, 4 Doors, 4-wheel ABS brakes, 4WD Type - Full-time, 8-way power adjustable drivers seat, Air conditioning with climate control, All-wheel drive, Audio controls on steering wheel, Center Console - Full with covered storage, Clock - In-radio, Cruise control, Dusk sensing headlights, External temperature display, Front fog/driving lights, Head airbags - Curtain 1st and 2nd row, Heated Windshield Washer Jets - Jets, Interior air filtration, Intermittent window wipers, Leather seats, Multi-function remote - trunk/hatch/door, Overhead console - Mini, Passenger Airbag, Power heated mirrors, Power windows with 4 one-touch, Privacy/tinted glass, Rear bench seats, Rear defogger, Rear fog lights, Remote power door locks, Speed-proportional power steering, Tachometer, Tilt and telescopic steering wheel"
"900","U","N","2005","Toyota","Camry","XLE","P5189","4T1BF30K75U610807","0","0","V6 3.0L DOHC","","","","http://images.vinmanager.com/DealerPics/Dealer900/4T1BF30K75U610807.jpg,http://images.vinmanager.com/DealerPics/Dealer900/4T1BF30K75U610807_00.jpg,http://images.vinmanager.com/DealerPics/Dealer900/4T1BF30K75U610807_01.jpg,http://images.vinmanager.com/DealerPics/Dealer900/4T1BF30K75U610807_02.jpg,http://images.vinmanager.com/DealerPics/Dealer900/4T1BF30K75U610807_03.jpg,http://images.vinmanager.com/DealerPics/Dealer900/4T1BF30K75U610807_04.jpg,http://images.vinmanager.com/DealerPics/Dealer900/4T1BF30K75U610807_05.jpg,http://images.vinmanager.com/DealerPics/Dealer900/4T1BF30K75U610807_06.jpg,http://images.vinmanager.com/DealerPics/Dealer900/4T1BF30K75U610807_07.jpg,http://images.vinmanager.com/DealerPics/Dealer900/4T1BF30K75U610807_08.jpg,http://images.vinmanager.com/DealerPics/Dealer900/4T1BF30K75U610807_09.jpg,http://images.vinmanager.com/DealerPics/Dealer900/4T1BF30K75U610807_10.jpg,http://images.vinmanager.com/DealerPics/Dealer900/4T1BF30K75U610807_11.jpg","<b>For a chance to WIN THIS CAR* set your appointment with the Internet Sales Department TODAY!</b> <br><br> Contact our Internet Sales Department for your next Certified Pre-Owned Volkswagen or Subaru featuring New Car Rates. <br><br> Ask about our select Tom Wood Certified Pre-Owned vehicles with a 12 month / 12000 miles drive train warranty.  Model restrictions apply to Tom Wood Certified Pre-Owned Warranty. <br><br> For special internet prices call for an appointment! <br><br> * No purchase necessary some restrictions apply.  Contact the Internet Sales Department for details.","210 horsepower, 3.0 liter V6 DOHC engine with variable valve timing, 4 Doors, 4-wheel ABS brakes, 8-way power adjustable drivers seat, Audio controls on steering wheel, Automatic Transmission, Center Console - Full with covered storage, Clock - In-dash, Cruise control, Daytime running lights, Dusk sensing headlights, External temperature display, Front seat type - Bucket, Front-wheel drive, Interior air filtration, Intermittent window wipers, Multi-function remote - trunk/hatch/door, Overhead console - Mini with storage, Passenger Airbag, Power windows with 1 one-touch, Rear bench seats, Rear defogger, Remote power door locks, Speed-proportional power steering, Tachometer, Tilt steering wheel"
"900","U","N","2004","Dodge","Durango","SLT","P5190","1D4HB48N34F104783","0","0","V8 4.7L","Automatic 5 Speed","","","","<b>For a chance to WIN THIS CAR* set your appointment with the Internet Sales Department TODAY!</b> <br><br> Contact our Internet Sales Department for your next Certified Pre-Owned Volkswagen or Subaru featuring New Car Rates. <br><br> Ask about our select Tom Wood Certified Pre-Owned vehicles with a 12 month / 12000 miles drive train warranty.  Model restrictions apply to Tom Wood Certified Pre-Owned Warranty. <br><br> For special internet prices call for an appointment! <br><br> * No purchase necessary some restrictions apply.  Contact the Internet Sales Department for details.","4 Doors, 4-wheel ABS brakes, 4WD Type - Automatic full-time, 8-way power adjustable drivers seat, Air conditioning, Center Console - Full with covered storage, Chrome grill, Clock - In-radio, Cruise control, Four-wheel drive, Front fog/driving lights, Front seat type - Bucket, Intermittent window wipers, Multi-speed automatic Transmission, Passenger Airbag, Power mirrors, Power steering, Power windows with 1 one-touch, Privacy/tinted glass, Rear air conditioning - With separate controls, Rear defogger, Rear heat - With separate controls, Rear wiper, Remote power door locks, Roof rack - Rails only, Split-bench rear seats, Tachometer, Tilt steering wheel"
"900","U","N","2007","Volkswagen","Passat","2.0T","P5191","WVWJK73CX7P070474","0","0","L4 2.0L Turbo","","","","","<b>For a chance to WIN THIS CAR* set your appointment with the Internet Sales Department TODAY!</b> <br><br> Contact our Internet Sales Department for your next Certified Pre-Owned Volkswagen or Subaru featuring New Car Rates. <br><br> Ask about our select Tom Wood Certified Pre-Owned vehicles with a 12 month / 12000 miles drive train warranty.  Model restrictions apply to Tom Wood Certified Pre-Owned Warranty. <br><br> For special internet prices call for an appointment! <br><br> * No purchase necessary some restrictions apply.  Contact the Internet Sales Department for details.","2.0 liter inline 4 cylinder DOHC engine, 200 horsepower, 4 Doors, 4-wheel ABS brakes, Air conditioning, Automatic Transmission, Center Console - Full with covered storage, Clock - In-dash, Compass, Compressor - Intercooled turbo, Daytime running lights, External temperature display, Front-wheel drive, Head airbags - Curtain 1st and 2nd row, Interior air filtration, Intermittent window wipers, Multi-function remote - Trunk/hatch/door, Overhead console - Mini with storage, Passenger Airbag, Power windows with 4 one-touch, Privacy/tinted glass, Rear bench seats, Rear defogger, Remote power door locks, Signal mirrors - Turn signal in mirrors, Speed-proportional power steering, Stability control, Tachometer, Tilt and telescopic steering wheel, Traction control - ABS and driveline, Transmission hill holder, Trip computer"
"900","U","N","2001","Volkswagen","GTI","GLX","V10015B","9BWPG61J414045169","101222","9981","V6 2.8L SOHC 12V","Automatic","Black","","http://images.vinmanager.com/DealerPics/Dealer900/9BWPG61J414045169.jpg,http://images.vinmanager.com/DealerPics/Dealer900/9BWPG61J414045169_00.jpg,http://images.vinmanager.com/DealerPics/Dealer900/9BWPG61J414045169_01.jpg,http://images.vinmanager.com/DealerPics/Dealer900/9BWPG61J414045169_02.jpg,http://images.vinmanager.com/DealerPics/Dealer900/9BWPG61J414045169_03.jpg,http://images.vinmanager.com/DealerPics/Dealer900/9BWPG61J414045169_04.jpg,http://images.vinmanager.com/DealerPics/Dealer900/9BWPG61J414045169_05.jpg,http://images.vinmanager.com/DealerPics/Dealer900/9BWPG61J414045169_06.jpg,http://images.vinmanager.com/DealerPics/Dealer900/9BWPG61J414045169_07.jpg,http://images.vinmanager.com/DealerPics/Dealer900/9BWPG61J414045169_08.jpg,http://images.vinmanager.com/DealerPics/Dealer900/9BWPG61J414045169_09.jpg","*****VR6 CUSTOM EXHAUSTCUSTOM GRILL CLEAN CAR....FAST!!!******   <b>For a chance to WIN THIS CAR* set your appointment with the Internet Sales Department TODAY!</b> <br><br> Contact our Internet Sales Department for your next Certified Pre-Owned Volkswagen or Subaru featuring New Car Rates. <br><br> Ask about our select Tom Wood Certified Pre-Owned vehicles with a 12 month / 12000 miles drive train warranty.  Model restrictions apply to Tom Wood Certified Pre-Owned Warranty. <br><br> For special internet prices call for an appointment! <br><br> * No purchase necessary some restrictions apply.  Contact the Internet Sales Department for details.","174 horsepower, 2 Doors, 2.8 liter V6 SOHC engine, 4-wheel ABS brakes, Air conditioning with climate control, Audio controls on steering wheel, Center Console - Full with storage, Climate controlled - driver and passenger heated-cushion; driver and passenger heated-seatback, Clock - In-dash, Cruise control, Daytime running lights, External temperature display, Front fog/driving lights, Front seat type - Sports, Front-wheel drive, Heated drivers seat, Heated passenger seat, Heated Windshield Washer Jets - Jets, Interior air filtration, Intermittent window wipers, Leather seats, Manual Transmission, Multi-function remote - trunk/hatch/door, Passenger Airbag, Power heated mirrors, Power steering, Power windows with 2 one-touch, Privacy/tinted glass, Rain sensing window wipers, Rear bench seats, Rear defogger, Rear wiper, Remote power door locks, Speed sensitive window wipers, Sunroof - express open/close glass, Tachometer, Tilt and telescopic steering wheel, Traction control - ABS and driveline, Trip computer"
"900","U","N","2003","Volkswagen","Passat","GLX 4 Motion","V10058A","WVWTH63B83P103927","57608","15106","V6 2.8L","Automatic 5 Speed","Blue","","http://images.vinmanager.com/DealerPics/Dealer900/WVWTH63B83P103927.jpg,http://images.vinmanager.com/DealerPics/Dealer900/WVWTH63B83P103927_00.jpg,http://images.vinmanager.com/DealerPics/Dealer900/WVWTH63B83P103927_01.jpg,http://images.vinmanager.com/DealerPics/Dealer900/WVWTH63B83P103927_02.jpg,http://images.vinmanager.com/DealerPics/Dealer900/WVWTH63B83P103927_03.jpg,http://images.vinmanager.com/DealerPics/Dealer900/WVWTH63B83P103927_04.jpg,http://images.vinmanager.com/DealerPics/Dealer900/WVWTH63B83P103927_05.jpg,http://images.vinmanager.com/DealerPics/Dealer900/WVWTH63B83P103927_06.jpg,http://images.vinmanager.com/DealerPics/Dealer900/WVWTH63B83P103927_07.jpg,http://images.vinmanager.com/DealerPics/Dealer900/WVWTH63B83P103927_08.jpg","<b>For a chance to WIN THIS CAR* set your appointment with the Internet Sales Department TODAY!</b> <br><br> Contact our Internet Sales Department for your next Certified Pre-Owned Volkswagen or Subaru featuring New Car Rates. <br><br> Ask about our select Tom Wood Certified Pre-Owned vehicles with a 12 month / 12000 miles drive train warranty.  Model restrictions apply to Tom Wood Certified Pre-Owned Warranty. <br><br> For special internet prices call for an appointment! <br><br> * No purchase necessary some restrictions apply.  Contact the Internet Sales Department for details.","190 horsepower, 2.8 liter V6 DOHC engine with variable valve timing, 4 Doors, 4-wheel ABS brakes, 8-way power adjustable drivers seat, 8-way power adjustable passenger seat, Air conditioning with climate control, All-wheel drive, Audio controls on steering wheel, Automatic Transmission, Chrome grill, Clock - In-dash, Cruise control, Daytime running lights, Driver memory seats, External temperature display, Front fog/driving lights, Head airbags - Curtain 1st and 2nd row, Heated drivers seat, Heated passenger seat, Heated Windshield Washer Jets - Jets, Leather seats, Memory settings for 3 drivers, Multi-function remote - trunk/hatch/door, Passenger Airbag, Power heated mirrors, Power retractable mirrors, Power steering, Power windows with 2 one-touch, Rain sensing window wipers, Remote power door locks, Reverse tilt mirrors - passenger mirror, Speed sensitive window wipers, Sunroof - express open/close glass, Tachometer, Tilt and telescopic steering wheel, Traction control - ABS, Trip computer, Universal remote transmitter"
"900","U","N","2004","Volkswagen","Touareg","V6","V10092A","WVGBC67L04D019788","28024","25481","V6 3.2L","Automatic 6 Speed","Campanella White","Kristal Gray w/Leatherette Seat Trim","http://images.vinmanager.com/DealerPics/Dealer900/WVGBC67L04D019788.jpg,http://images.vinmanager.com/DealerPics/Dealer900/WVGBC67L04D019788_00.jpg,http://images.vinmanager.com/DealerPics/Dealer900/WVGBC67L04D019788_01.jpg,http://images.vinmanager.com/DealerPics/Dealer900/WVGBC67L04D019788_02.jpg,http://images.vinmanager.com/DealerPics/Dealer900/WVGBC67L04D019788_03.jpg,http://images.vinmanager.com/DealerPics/Dealer900/WVGBC67L04D019788_04.jpg,http://images.vinmanager.com/DealerPics/Dealer900/WVGBC67L04D019788_05.jpg,http://images.vinmanager.com/DealerPics/Dealer900/WVGBC67L04D019788_06.jpg,http://images.vinmanager.com/DealerPics/Dealer900/WVGBC67L04D019788_07.jpg,http://images.vinmanager.com/DealerPics/Dealer900/WVGBC67L04D019788_08.jpg,http://images.vinmanager.com/DealerPics/Dealer900/WVGBC67L04D019788_09.jpg","<b>For a chance to WIN THIS CAR* set your appointment with the Internet Sales Department TODAY!</b> <br><br> Contact our Internet Sales Department for your next Certified Pre-Owned Volkswagen or Subaru featuring New Car Rates. <br><br> Ask about our select Tom Wood Certified Pre-Owned vehicles with a 12 month / 12000 miles drive train warranty.  Model restrictions apply to Tom Wood Certified Pre-Owned Warranty. <br><br> For special internet prices call for an appointment! <br><br> * No purchase necessary some restrictions apply.  Contact the Internet Sales Department for details.","220 horsepower, 3.2 liter V6 DOHC engine with variable valve timing, 4 Doors, 4-wheel ABS brakes, 4WD Type - Full-time, Air conditioning with dual zone climate control, Audio controls on steering wheel, Automatic Transmission, Chrome grill, Climate controlled - driver and passenger heated-cushion; driver and passenger heated-seatback, Compass, Cruise control, Daytime running lights, Descent control, External temperature display, Four-wheel drive, Front fog/driving lights, Front seat type - Bucket, Fuel economy EPA highway (mpg): 20 and EPA city (mpg): 15, Head airbags - Curtain 1st and 2nd row, Heated drivers seat, Heated passenger seat, Heated Windshield Washer Jets - Jets, Intermittent window wipers, Multi-function remote - trunk/hatch/door, Passenger Airbag, Power heated mirrors, Power windows with 2 one-touch, Privacy/tinted glass, Rain sensing window wipers, Rear wiper, Remote power door locks, Roof rack, Split-bench rear seats, Sunroof - express open/close glass, Tachometer, Tilt and telescopic steering wheel, Universal remote transmitter"
"900","U","N","2004","Volkswagen","Passat","GLS","V10132A","WVWPD63B94P142444","39816","16999","L4 1.8L DOHC 20V Turbo","Automatic","","","","<b>For a chance to WIN THIS CAR* set your appointment with the Internet Sales Department TODAY!</b> <br><br> Contact our Internet Sales Department for your next Certified Pre-Owned Volkswagen or Subaru featuring New Car Rates. <br><br> Ask about our select Tom Wood Certified Pre-Owned vehicles with a 12 month / 12000 miles drive train warranty.  Model restrictions apply to Tom Wood Certified Pre-Owned Warranty. <br><br> For special internet prices call for an appointment! <br><br> * No purchase necessary some restrictions apply.  Contact the Internet Sales Department for details.","1.8 liter inline 4 cylinder DOHC engine, 170 horsepower, 4 Doors, 4-wheel ABS brakes, Air conditioning, Center Console - Full with covered storage, Chrome grill, Clock - In-dash, Compressor - Intercooled turbo, Cruise control, Daytime running lights, External temperature display, Front fog/driving lights, Front seat type - Bucket, Front-wheel drive, Head airbags - Curtain 1st and 2nd row, Interior air filtration, Intermittent window wipers, Multi-function remote - Trunk/hatch/door, Passenger Airbag, Power heated mirrors, Power steering, Power windows with 2 one-touch, Privacy/tinted glass, Rear bench seats, Rear defogger, Remote power door locks, Signal mirrors - Turn signal in mirrors, Speed sensitive window wipers, Sunroof - Express open/close glass, Tachometer, Tilt and telescopic steering wheel, Traction control - ABS and driveline, Trip computer, Universal remote transmitter"
"900","U","N","2005","Volkswagen","New Beetle","XU CLAIM 33073AC","V10167A","3VWCK31C75M416789","28562","15661","L4 2.0L SOHC 8V","Automatic","Gray","","http://images.vinmanager.com/DealerPics/Dealer900/3VWCK31C75M416789.jpg,http://images.vinmanager.com/DealerPics/Dealer900/3VWCK31C75M416789_00.jpg,http://images.vinmanager.com/DealerPics/Dealer900/3VWCK31C75M416789_01.jpg,http://images.vinmanager.com/DealerPics/Dealer900/3VWCK31C75M416789_02.jpg,http://images.vinmanager.com/DealerPics/Dealer900/3VWCK31C75M416789_03.jpg,http://images.vinmanager.com/DealerPics/Dealer900/3VWCK31C75M416789_04.jpg,http://images.vinmanager.com/DealerPics/Dealer900/3VWCK31C75M416789_05.jpg,http://images.vinmanager.com/DealerPics/Dealer900/3VWCK31C75M416789_06.jpg,http://images.vinmanager.com/DealerPics/Dealer900/3VWCK31C75M416789_07.jpg,http://images.vinmanager.com/DealerPics/Dealer900/3VWCK31C75M416789_08.jpg","<b>For a chance to WIN THIS CAR* set your appointment with the Internet Sales Department TODAY!</b> <br><br> Contact our Internet Sales Department for your next Certified Pre-Owned Volkswagen or Subaru featuring New Car Rates. <br><br> Ask about our select Tom Wood Certified Pre-Owned vehicles with a 12 month / 12000 miles drive train warranty.  Model restrictions apply to Tom Wood Certified Pre-Owned Warranty. <br><br> For special internet prices call for an appointment! <br><br> * No purchase necessary some restrictions apply.  Contact the Internet Sales Department for details.","115 horsepower, 2 Doors, 2.0 liter inline 4 cylinder SOHC engine, 4-wheel ABS brakes, Air conditioning, Center Console - Full with covered storage, Clock - In-overhead console, Cruise control, Daytime running lights, External temperature display, Front fog/driving lights, Front seat type - Bucket, Front-wheel drive, Interior air filtration, Intermittent window wipers, Multi-function remote - Trunk/hatch/door, Overhead console - Mini with storage, Passenger Airbag, Power heated mirrors, Power steering, Power windows with 2 one-touch, Privacy/tinted glass, Rear bench seats, Rear defogger, Remote power door locks, Signal mirrors - Turn signal in mirrors, Speed sensitive window wipers, Sunroof - Express open/close glass, Tachometer, Tilt and telescopic steering wheel"
