id,name,stock,New/Used,Vin,year,make,model,Series,body,color,intcolor,Price,miles,transmission,engine,restraint,photourl,comments,options
10583,Roush Honda,00A626W,Used,2HGFG12867H534741,2007,Honda,Civic,EX,Coupe,Neptune Blue,Gray,15495,44462,A,1.8L I4 SOHC,,http://photo1.diamondlot.com/640x480/7910230_640x480.jpg;http://photo1.diamondlot.com/640x480/7910231_640x480.jpg;http://photo1.diamondlot.com/640x480/7910233_640x480.jpg;http://photo1.diamondlot.com/640x480/7910232_640x480.jpg;http://photo1.diamondlot.com/640x480/7910234_640x480.jpg;http://photo1.diamondlot.com/640x480/7910235_640x480.jpg;http://photo1.diamondlot.com/640x480/7910236_640x480.jpg;http://photo1.diamondlot.com/640x480/7910237_640x480.jpg;http://photo1.diamondlot.com/640x480/7910238_640x480.jpg," ONE OWNER LEASE, CLEAN CAR FAX,HONDA CERTIFIED, NON SMOKER, 7 YEAR OR 100,000 MILE POWER TRAIN WARRANTY ( from in service date) AND 12 MONTH OR 12,000 MILE NON POWER TRAIN WARRANTY!  NEW TIRES, ALL NEW BRAKES, WIPER BLADES, OIL AND FILTER.    We do it right, buy from the highest volume certified Honda dealer in our Midwest district and one of the top ten certified Honda dealers in the nation!!   It’s ready for you to come for test drive at our Used Car location at 104 W. Schrock Road.  For additional information please contact Vince Del Viscio at internet@roushhonda.com   Roush Honda is 100% employee owned which means we all have a tangible, personal role in the long term success of our company. Experience what it's like to do business with people who don't just work here but have a genuine commitment to building our company on a foundation of repeat customers.                  CONTACT VINCE AT INTERNET@ROUSHHONDA.COM  ","4 Wheel Disc Brakes,5 Passenger Seating,ABS,Air Conditioning,Alloy Wheels,AM/FM Stereo,Bucket Seats,Clock,Cloth Seats,Compact Disc Player,Cruise Control,Cup Holders,Daytime Running Lights,Dual Front Side Impact Airbags,Floor Mats,Four Wheel Independent Suspension,Front Reading Lights,Intermittent Wipers,MP3 Capability,Multiple Airbags,Outside Temperature Display,Overhead Airbag,Power Door Locks,Power Mirror,Power Moonroof,Power Windows,Rear Bench Seat,Rear Cargo Lamp,Rear Defrost,Rear Spoiler,Speed-proportional Power Steering,Steering Wheel Audio Controls,Tachometer,Telescopic Steering Wheel,Tilt Wheel,Vanity Mirror,Ventilated Front Disc Brakes"
10583,Roush Honda,34A277A,Used,1HGFA16577L142064,2007,Honda,Civic,LX,Sedan,Pearl White,Cashmere,14495,22871,A,1.8L I4 SOHC,,http://photo1.diamondlot.com/640x480/7910200_640x480.jpg;http://photo1.diamondlot.com/640x480/7910201_640x480.jpg;http://photo1.diamondlot.com/640x480/7910202_640x480.jpg;http://photo1.diamondlot.com/640x480/7910203_640x480.jpg;http://photo1.diamondlot.com/640x480/7910204_640x480.jpg;http://photo1.diamondlot.com/640x480/7910205_640x480.jpg;http://photo1.diamondlot.com/640x480/7910206_640x480.jpg;http://photo1.diamondlot.com/640x480/7910207_640x480.jpg;http://photo1.diamondlot.com/640x480/7910208_640x480.jpg, CALL JIM HARTSOOK TO TAKE ADAVANTAGE OF THIS OFFER OR EMAIL ME AT INTERNET@ROUSHHONDA.COM . YOU ARE LOOKING AT A ONE OWNER HONDA CIVIC WITH A CLEAN CARFAX THAT WAS TRADED IN HERE.  CALL JIM OR STOP BY AT 104 W SCHROCK RD IN WESTERVILLE OHIO.  ,"5 Passenger Seating,ABS,Air Conditioning,AM/FM Stereo,Body Side Moldings,Bucket Seats,Child Safety Locks,Clock,Cloth Seats,Compact Disc Player,Cruise Control,Cup Holders,Daytime Running Lights,Dual Front Side Impact Airbags,Four Wheel Independent Suspension,Front Reading Lights,Intermittent Wipers,MP3 Capability,Multiple Airbags,Overhead Airbag,Power Door Locks,Power Mirror,Power Outlet,Power Windows,Rear Bench Seat,Rear Cargo Lamp,Rear Defrost,Speed-proportional Power Steering,Tachometer,Telescopic Steering Wheel,Tilt Wheel,Vanity Mirror,Ventilated Front Disc Brakes"
10583,Roush Honda,00A642W,Used,2HGFA55517H707950,2007,Honda,Civic,Si,Sedan,Moonlight White,Black,16495,53326,M,2.0L I4 DOHC,,http://photo1.diamondlot.com/640x480/7910185_640x480.jpg;http://photo1.diamondlot.com/640x480/7910186_640x480.jpg;http://photo1.diamondlot.com/640x480/7910187_640x480.jpg;http://photo1.diamondlot.com/640x480/7910188_640x480.jpg;http://photo1.diamondlot.com/640x480/7910189_640x480.jpg;http://photo1.diamondlot.com/640x480/7910190_640x480.jpg;http://photo1.diamondlot.com/640x480/7910191_640x480.jpg;http://photo1.diamondlot.com/640x480/7910192_640x480.jpg;http://photo1.diamondlot.com/640x480/7910194_640x480.jpg, CALL JIM HARTSOOK OR EMAIL ME TO TAKE ADVANTAGE OF THIS OFFER.  ONE OWNER CLEAN CARFAX READY TO GO.  THIS HONDA CIVIC SI IS VERY CLEAN AND HAS A CERTIFIED WARRANTY ALONG WITH SPECIAL INTEREST RATES. CALL JIM FOR MORE DETAILS OR EMAIL ME AT INTERNET@ROUSHHONDA.COM . STOP BY TODAY AT 104 W SCHROCK RD IN WESTERVILLE OHIO.  ,"4 Wheel Disc Brakes,ABS,Air Conditioning,Alloy Wheels,AM/FM Stereo,Automatic Stability Control,Body Side Moldings,Bucket Seats,Child Safety Locks,Clock,Cloth Seats,Compact Disc Player,Cruise Control,Cup Holders,Daytime Running Lights,Dual Front Side Impact Airbags,Floor Mats,Four Wheel Independent Suspension,Front Reading Lights,Intermittent Wipers,Leather Shift Knob,Leather Wrap Steering,MP3 Capability,Multiple Airbags,Outside Temperature Display,Overhead Airbag,Power Door Locks,Power Mirror,Power Moonroof,Power Windows,Rear Bench Seat,Rear Cargo Lamp,Rear Defrost,Rear Spoiler,Speed-proportional Power Steering,Sport Suspension,Steering Wheel Audio Controls,Tachometer,Telescopic Steering Wheel,Tilt Wheel,Traction Control,Vanity Mirror,Ventilated Front Disc Brakes"
10583,Roush Honda,00A474Z,Used,JHMFA36257S020291,2007,Honda,Civic Hybrid,Hybrid,Sedan,Silver,Light Gray / Blue,16995,39910,A,1.3L I4 SOHC,,http://photo1.diamondlot.com/640x480/7444799_640x480.jpg;http://photo1.diamondlot.com/640x480/7444802_640x480.jpg;http://photo1.diamondlot.com/640x480/7444803_640x480.jpg;http://photo1.diamondlot.com/640x480/7444804_640x480.jpg;http://photo1.diamondlot.com/640x480/7444805_640x480.jpg;http://photo1.diamondlot.com/640x480/7444806_640x480.jpg;http://photo1.diamondlot.com/640x480/7444807_640x480.jpg;http://photo1.diamondlot.com/640x480/7444809_640x480.jpg;http://photo1.diamondlot.com/640x480/7444810_640x480.jpg," THINK ECOMOMY AND HONDA DEPENDABILITY TOO! - TIRES ARE GOOD AND BRAKES ARE UP AND READY FOR ALL THAT SUMMER DRIVING - HONDA CERTIFIED USED CAR - 150 POINT CHECK - ADDITIONAL WARRANTIES - CUSTOMER SERVICE AND QUALITY OF PRODUCT IS OUR BUSINESS - IT'S READY FOR YOU TO COME TEST DRIVE AT OUR USED CAR LOCATION AT 104 WEST SCHROCK ROAD - FOR ADDTIONAL INFORMATION ON THIS FINE CERTIFIED USED HONDA OR ANY OF OUR OTHER FINE CERTIFIED USED HONDAS, CONTACT INTERNET@ROUSHHONDA.COM OR DENNIS KRAMER. ","5 Passenger Seating,ABS,Air Conditioning,Alloy Wheels,AM/FM Stereo,Body Side Moldings,Bucket Seats,Child Safety Locks,Clock,Cloth Seats,Compact Disc Player,Cruise Control,Cup Holders,Daytime Running Lights,Dual Front Side Impact Airbags,Floor Mats,Four Wheel Independent Suspension,Front Reading Lights,Intermittent Wipers,MP3 Capability,Multiple Airbags,Outside Mirror Directional Signal,Outside Temperature Display,Overhead Airbag,Power Door Locks,Power Mirror,Power Windows,Rear Bench Seat,Rear Cargo Lamp,Rear Defrost,Rear Spoiler,Speed-proportional Power Steering,Steering Wheel Audio Controls,Tachometer,Telescopic Steering Wheel,Tilt Wheel,Vanity Mirror,Ventilated Front Disc Brakes"
10583,Roush Honda,00A504Z,Used,JHMFA36267S013396,2007,Honda,Civic Hybrid,,Sedan,Silver,Blue,15995,46099,A,1.3L I4 SOHC,,http://photo1.diamondlot.com/640x480/7519287_640x480.jpg;http://photo1.diamondlot.com/640x480/7519290_640x480.jpg;http://photo1.diamondlot.com/640x480/7519288_640x480.jpg;http://photo1.diamondlot.com/640x480/7519289_640x480.jpg;http://photo1.diamondlot.com/640x480/7519291_640x480.jpg;http://photo1.diamondlot.com/640x480/7519292_640x480.jpg;http://photo1.diamondlot.com/640x480/7519293_640x480.jpg;http://photo1.diamondlot.com/640x480/7519294_640x480.jpg;http://photo1.diamondlot.com/640x480/7519295_640x480.jpg," ONE OWNER! - SUPER ECONOMY! RATED 50 MILES PER GALLON! - HONDA CERTIFIED USED CAR - 150 POINT CHECK - ADDITIONAL WARRANTIES - CUSTOMER SERVICE AND QUALITY OF PRODUCT IS OUR BUSINESS - IT'S READY FOR YOU TO COME FOR TEST DRIVE AT OUR USED CAR LOCATION AT 104 WEST SCHROCK ROAD - FOR ADDITIONAL INFORMATION ON THIS FINE CERTIFIED USED HONDA OR ANY OF OUR FINE CERTIFIED USED HONDAS, CONTACT INTERNET@ROUSHHONDA.COM OR DENNIS KRAMER. ","5 Passenger Seating,ABS,Air Conditioning,Alloy Wheels,AM/FM Stereo,Body Side Moldings,Bucket Seats,Child Safety Locks,Clock,Cloth Seats,Compact Disc Player,Cruise Control,Cup Holders,Daytime Running Lights,Dual Front Side Impact Airbags,Floor Mats,Four Wheel Independent Suspension,Front Reading Lights,Intermittent Wipers,MP3 Capability,Multiple Airbags,Outside Mirror Directional Signal,Outside Temperature Display,Overhead Airbag,Power Door Locks,Power Mirror,Power Windows,Rear Bench Seat,Rear Cargo Lamp,Rear Defrost,Rear Spoiler,Speed-proportional Power Steering,Steering Wheel Audio Controls,Tachometer,Telescopic Steering Wheel,Tilt Wheel,Vanity Mirror,Ventilated Front Disc Brakes"
10583,Roush Honda,00A506Z,Used,JHMFA36277S024231,2007,Honda,Civic Hybrid,,Sedan,Blue,Gray,16995,35044,A,1.3L I4 SOHC,,http://photo1.diamondlot.com/640x480/7519272_640x480.jpg;http://photo1.diamondlot.com/640x480/7519273_640x480.jpg;http://photo1.diamondlot.com/640x480/7519274_640x480.jpg;http://photo1.diamondlot.com/640x480/7519275_640x480.jpg;http://photo1.diamondlot.com/640x480/7519277_640x480.jpg;http://photo1.diamondlot.com/640x480/7519276_640x480.jpg;http://photo1.diamondlot.com/640x480/7519278_640x480.jpg;http://photo1.diamondlot.com/640x480/7519279_640x480.jpg;http://photo1.diamondlot.com/640x480/7519281_640x480.jpg,"     49 MPG CITY/ 51 MPG HIGHWAY !   ONE OWNER, HONDA CERTIFIED, LOW MILES, DRIVEN ONLY 10,950 MILES/ YEAR (WAY UNDER AVERAGE),NAVIGATION SYSTEM, CLEAN CARFAX, EXCELLENT CONDITION.   http://automobiles.honda.com/certified-used/warranty.aspx   HONDA CERTIFIED POWER TRAIN WARRANTY UNTIL 6/18/2014 OR 100,000 AND NON POWER TRAIN COVERAGE FOR 12 MONTHS OR 12,000 MILES.     We do it right, buy from the highest volume certified Honda dealer in our Midwest district and one of the top ten certified Honda dealers in the nation!!     It’s ready for you to come for test drive at our Used Car location at 104 W. Schrock Road.  For additional information please contact Vince Del Viscio at internet@roushhonda.com  ","5 Passenger Seating,ABS,Air Conditioning,Alloy Wheels,AM/FM Stereo,Body Side Moldings,Bucket Seats,Child Safety Locks,Clock,Cloth Seats,Compact Disc Player,Cruise Control,Cup Holders,Daytime Running Lights,Dual Front Side Impact Airbags,Four Wheel Independent Suspension,Front Reading Lights,Intermittent Wipers,MP3 Capability,Multiple Airbags,Navigation System,Outside Mirror Directional Signal,Outside Temperature Display,Overhead Airbag,Power Door Locks,Power Mirror,Power Windows,Rear Bench Seat,Rear Cargo Lamp,Rear Defrost,Rear Spoiler,Speed-proportional Power Steering,Steering Wheel Audio Controls,Tachometer,Telescopic Steering Wheel,Tilt Wheel,Vanity Mirror,Ventilated Front Disc Brakes"
10583,Roush Honda,00A613Z,Used,JHLRE48387C045942,2007,Honda,CR-V,LX,SUV,Candy Apple Red,Gray / Black,17995,69660,A,2.4L I4 DOHC,,http://photo1.diamondlot.com/640x480/7801703_640x480.jpg;http://photo1.diamondlot.com/640x480/7801704_640x480.jpg;http://photo1.diamondlot.com/640x480/7801705_640x480.jpg;http://photo1.diamondlot.com/640x480/7801708_640x480.jpg;http://photo1.diamondlot.com/640x480/7801710_640x480.jpg;http://photo1.diamondlot.com/640x480/7801709_640x480.jpg;http://photo1.diamondlot.com/640x480/7801711_640x480.jpg;http://photo1.diamondlot.com/640x480/7801715_640x480.jpg;http://photo1.diamondlot.com/640x480/7801717_640x480.jpg," This is a super clean Certified used Honda.  We have a clean Carfax report. This car comes with an extended warranty.  Call and ask for Joe Glomski, or email me at internet@roushhonda.com to check on availability or to gather more information. This car is located at 104 west Schrock Road Westerville, Ohio 43081  ","4 Wheel Disc Brakes,ABS,Air Conditioning,AM/FM Stereo,Automatic Stability Control,Bucket Seats,Child Safety Locks,Clock,Cloth Seats,Compact Disc Player,Cruise Control,Cup Holders,Daytime Running Lights,Dual Front Side Impact Airbags,Floor Mats,Four Wheel Independent Suspension,Front Reading Lights,Intermittent Wipers,Low Tire Pressure Warning,MP3 Capability,Multiple Airbags,Overhead Airbag,Power Door Locks,Power Mirror,Power Windows,Rear Cargo Lamp,Rear Defrost,Rear Wiper,Speed-proportional Power Steering,Tachometer,Telescopic Steering Wheel,Tilt Wheel,Traction Control,Trip Computer,Vanity Mirror,Ventilated Front Disc Brakes"
10583,Roush Honda,00A640S,Used,JHLRE48577C040149,2007,Honda,CR-V,EX,SUV,Green,Cashmere,19995,47680,A,2.4L I4 DOHC,,http://photo1.diamondlot.com/640x480/7858665_640x480.jpg;http://photo1.diamondlot.com/640x480/7858668_640x480.jpg;http://photo1.diamondlot.com/640x480/7858669_640x480.jpg;http://photo1.diamondlot.com/640x480/7858666_640x480.jpg;http://photo1.diamondlot.com/640x480/7858673_640x480.jpg;http://photo1.diamondlot.com/640x480/7858674_640x480.jpg;http://photo1.diamondlot.com/640x480/7858677_640x480.jpg;http://photo1.diamondlot.com/640x480/7858676_640x480.jpg;http://photo1.diamondlot.com/640x480/7858681_640x480.jpg," This is a very clean one owner Certified Honda.  We have inspected this vehicle and reconditioned it to include new brakes. This vehicle comes with a clean Carfax report.  One look and you can tell this vehicle has been well cared for.  Call and ask for Joe Glomski, or email me at internet@roushhonda.com to check on availability or to gather more information. This vehicle is located at 104 W. Schrock Road Westerville, Ohio 43081","4 Wheel Disc Brakes,ABS,Air Conditioning,Alloy Wheels,AM/FM Stereo,Automatic Stability Control,Bucket Seats,Child Safety Locks,Clock,Cloth Seats,Compact Disc Player,Cruise Control,Cup Holders,Daytime Running Lights,Dual Front Side Impact Airbags,Floor Mats,Four Wheel Independent Suspension,Front Reading Lights,Intermittent Wipers,Low Tire Pressure Warning,MP3 Capability,Multiple Airbags,Outside Temperature Display,Overhead Airbag,Power Door Locks,Power Mirror,Power Moonroof,Power Outlet,Power Windows,Rear Cargo Lamp,Rear Defrost,Rear Wiper,Speed-proportional Power Steering,Steering Wheel Audio Controls,Tachometer,Telescopic Steering Wheel,Tilt Wheel,Traction Control,Trip Computer,Vanity Mirror,Ventilated Front Disc Brakes"
10583,Roush Honda,00A607S,Used,JHLRE48557C027514,2007,Honda,CR-V,EX,SUV,Black Obsidian,Black,17995,70378,A,2.4L I4 DOHC,,http://photo1.diamondlot.com/640x480/7858638_640x480.jpg;http://photo1.diamondlot.com/640x480/7858640_640x480.jpg;http://photo1.diamondlot.com/640x480/7858639_640x480.jpg;http://photo1.diamondlot.com/640x480/7858644_640x480.jpg;http://photo1.diamondlot.com/640x480/7858647_640x480.jpg;http://photo1.diamondlot.com/640x480/7858646_640x480.jpg;http://photo1.diamondlot.com/640x480/7858648_640x480.jpg;http://photo1.diamondlot.com/640x480/7858649_640x480.jpg;http://photo1.diamondlot.com/640x480/7858652_640x480.jpg," REAL NICE CRV HERE, FULLY SERVICES AND READY FOR YOU ........CALL STEVE TARBUTTON FOR ALL THE  DETAILS OR SEE IT @ 104 W SCHROCK RD IN WESTERVILLE ","4 Wheel Disc Brakes,ABS,Air Conditioning,Alloy Wheels,AM/FM Stereo,Automatic Stability Control,Bucket Seats,Child Safety Locks,Clock,Cloth Seats,Compact Disc Player,Cruise Control,Cup Holders,Daytime Running Lights,Dual Front Side Impact Airbags,Floor Mats,Four Wheel Independent Suspension,Front Reading Lights,Intermittent Wipers,Low Tire Pressure Warning,MP3 Capability,Multiple Airbags,Outside Temperature Display,Overhead Airbag,Power Door Locks,Power Mirror,Power Moonroof,Power Outlet,Power Windows,Rear Cargo Lamp,Rear Defrost,Rear Wiper,Speed-proportional Power Steering,Steering Wheel Audio Controls,Tachometer,Telescopic Steering Wheel,Tilt Wheel,Traction Control,Trip Computer,Vanity Mirror,Ventilated Front Disc Brakes"
10583,Roush Honda,18A066A,Used,JHLRE48547C042926,2007,Honda,CR-V,EX,SUV,Black Obsidian,Cashmere,19995,0,A,2.4L I4 DOHC,,http://photo1.diamondlot.com/640x480/7966711_640x480.jpg;http://photo1.diamondlot.com/640x480/7966715_640x480.jpg;http://photo1.diamondlot.com/640x480/7966714_640x480.jpg;http://photo1.diamondlot.com/640x480/7966713_640x480.jpg;http://photo1.diamondlot.com/640x480/7966719_640x480.jpg;http://photo1.diamondlot.com/640x480/7966720_640x480.jpg;http://photo1.diamondlot.com/640x480/7966722_640x480.jpg;http://photo1.diamondlot.com/640x480/7966723_640x480.jpg;http://photo1.diamondlot.com/640x480/7966728_640x480.jpg,,"4 Wheel Disc Brakes,6 CD Changer,ABS,Air Conditioning,Alloy Wheels,AM/FM Stereo,Automatic Stability Control,Bucket Seats,Child Safety Locks,Clock,Cloth Seats,Compact Disc Player,Cruise Control,Cup Holders,Daytime Running Lights,Dual Front Side Impact Airbags,Four Wheel Independent Suspension,Front Reading Lights,Intermittent Wipers,Low Tire Pressure Warning,MP3 Capability,Multiple Airbags,Outside Temperature Display,Overhead Airbag,Power Door Locks,Power Mirror,Power Moonroof,Power Outlet,Power Steering,Power Windows,Rear Cargo Lamp,Rear Defrost,Rear Wiper,Speed-proportional Power Steering,Steering Wheel Audio Controls,Tachometer,Telescopic Steering Wheel,Tilt Wheel,Traction Control,Trip Computer,Vanity Mirror,Ventilated Front Disc Brakes"
10583,Roush Honda,94A126A,Used,5FNRL38677B108927,2007,Honda,Odyssey,EX-L,Regular,Blue,Gray,21995,60419,A,3.5L V6 SOHC,,http://photo1.diamondlot.com/640x480/7528285_640x480.jpg;http://photo1.diamondlot.com/640x480/7528287_640x480.jpg;http://photo1.diamondlot.com/640x480/7528284_640x480.jpg;http://photo1.diamondlot.com/640x480/7528286_640x480.jpg;http://photo1.diamondlot.com/640x480/7528290_640x480.jpg;http://photo1.diamondlot.com/640x480/7528289_640x480.jpg;http://photo1.diamondlot.com/640x480/7528288_640x480.jpg;http://photo1.diamondlot.com/640x480/7528291_640x480.jpg;http://photo1.diamondlot.com/640x480/7528293_640x480.jpg," This is a Certified, one owner, local trade-in.  This vehicle has a clean Carfax report.  We have inspected this Odyssey and serviced it, to include new brakes. Certified hondas come with extended warranties.  Call and ask for Joe Glomski, or email me at internet@roushhonda.com to gather more information, or to check on availability.  This vehicle is located at 104 West Schrock Road Westerville, Ohio 43081","4 Wheel Disc Brakes,8 Passenger Seating,ABS,Air Conditioning,Alloy Wheels,AM/FM Stereo,Automatic Stability Control,Body Side Moldings,Bucket Seats,Child Safety Locks,Clock,Compact Disc Player,Cruise Control,Cup Holders,Dual Front Side Impact Airbags,Dual Zone Climate Control,Floor Mats,Four Wheel Independent Suspension,Front Reading Lights,Heated Seats,Heated Side Mirrors,HomeLink System,Intermittent Wipers,Leather,Leather Shift Knob,Leather Wrap Steering,Low Tire Pressure Warning,Lumbar Support,Multiple Airbags,Outside Temperature Display,Overhead Airbag,Power Door Locks,Power Mirror,Power Moonroof,Power Outlet,Power Seat,Power Windows,Rear Air,Rear Cargo Lamp,Rear Defrost,Rear Spoiler,Rear Wiper,Speed-proportional Power Steering,Steering Wheel Audio Controls,Tachometer,Telescopic Steering Wheel,Tilt Wheel,Traction Control,Vanity Mirror,Ventilated Front Disc Brakes"
10583,Roush Honda,94A149A,Used,5FNRL38697B415127,2007,Honda,Odyssey,EX-L,Regular,Green,Medium Stone Cloth,21995,61880,A,3.5L V6 SOHC,,http://photo1.diamondlot.com/640x480/7890455_640x480.jpg;http://photo1.diamondlot.com/640x480/7890460_640x480.jpg;http://photo1.diamondlot.com/640x480/7890457_640x480.jpg;http://photo1.diamondlot.com/640x480/7890459_640x480.jpg;http://photo1.diamondlot.com/640x480/7890463_640x480.jpg;http://photo1.diamondlot.com/640x480/7890464_640x480.jpg;http://photo1.diamondlot.com/640x480/7890465_640x480.jpg;http://photo1.diamondlot.com/640x480/7890466_640x480.jpg;http://photo1.diamondlot.com/640x480/7890470_640x480.jpg," CALL JIM HARTSOOK TODAY FOR YOUR NO HASSLE QUOTE TODAY... EMAIL ME AT INTERNET@ROUSHHONDA.COM ONE OWNER, CLEAN CARFAX READY TO GO.  THIS VEHICLE HAS NEW REAR BRAKES, NEW DRIVE BELT, OIL AND FILTER HAS BEEN DONE, NEW WIPER BLADES ALSO A NEW BATTERY.  WHY BUY SOMETHING THAT YOU HAVE TO RECONDITION YOURSELF WHEN WE DO IT FOR YOU.  CALL JIM HARTSOOK FOR YOUR QUICK NO HASSLE INTERNET QUOTE TODAY EMAIL ME AT INTERNET@ROUSHHONDA.COM    ","4 Wheel Disc Brakes,8 Passenger Seating,ABS,Air Conditioning,Alloy Wheels,AM/FM Stereo,Automatic Stability Control,Body Side Moldings,Bucket Seats,Child Safety Locks,Clock,Compact Disc Player,Cruise Control,Cup Holders,Dual Front Side Impact Airbags,Dual Zone Climate Control,Floor Mats,Four Wheel Independent Suspension,Front Reading Lights,Heated Seats,Heated Side Mirrors,HomeLink System,Intermittent Wipers,Leather,Leather Shift Knob,Leather Wrap Steering,Low Tire Pressure Warning,Lumbar Support,Multiple Airbags,Outside Temperature Display,Overhead Airbag,Power Door Locks,Power Mirror,Power Moonroof,Power Outlet,Power Seat,Power Windows,Rear Air,Rear Cargo Lamp,Rear Defrost,Rear Spoiler,Rear Wiper,Speed-proportional Power Steering,Steering Wheel Audio Controls,Tachometer,Telescopic Steering Wheel,Tilt Wheel,Traction Control,Vanity Mirror,Ventilated Front Disc Brakes"
10583,Roush Honda,86B067A,Used,5FNYF28777B018909,2007,Honda,Pilot,EX-L,SUV,Pearl White,Stone Leather,21495,66160,A,3.5L V6 SOHC,,http://photo1.diamondlot.com/640x480/7528242_640x480.jpg;http://photo1.diamondlot.com/640x480/7528243_640x480.jpg;http://photo1.diamondlot.com/640x480/7528244_640x480.jpg;http://photo1.diamondlot.com/640x480/7528254_640x480.jpg;http://photo1.diamondlot.com/640x480/7528258_640x480.jpg;http://photo1.diamondlot.com/640x480/7528259_640x480.jpg;http://photo1.diamondlot.com/640x480/7528260_640x480.jpg;http://photo1.diamondlot.com/640x480/7528261_640x480.jpg;http://photo1.diamondlot.com/640x480/7528263_640x480.jpg, NAVIGATION ANYONE ??????????? we have one here fully loaded and just real nice and ...please check out our great price........call steve tarbutton to see this unit located @ 104 w schrock rd in westerville,"4 Wheel Disc Brakes,ABS,Air Conditioning,Alloy Wheels,AM/FM Stereo,Automatic Stability Control,Body Side Moldings,Bucket Seats,Child Safety Locks,Clock,Compact Disc Player,Cruise Control,Cup Holders,Dual Front Side Impact Airbags,Floor Mats,Fog/Driving Lamps,Four Wheel Independent Suspension,Front Reading Lights,Front Tow Hooks,Front Wheel Independent Suspension,Heated Seats,Heated Side Mirrors,HomeLink System,Intermittent Wipers,Leather,Leather Shift Knob,Leather Wrap Steering,Low Tire Pressure Warning,Lumbar Support,Multiple Airbags,Navigation System,Outside Temperature Display,Overhead Airbag,Power Door Locks,Power Mirror,Power Moonroof,Power Outlet,Power Seat,Power Windows,Rear Air,Rear Cargo Lamp,Rear Defrost,Rear Spoiler,Rear Wiper,Satellite Radio,Speed-proportional Power Steering,Steering Wheel Audio Controls,Tachometer,Tilt Wheel,Traction Control,Vanity Mirror,Ventilated Front Disc Brakes"
10583,Roush Honda,00A641W,Used,5FNYF18167B006000,2007,Honda,Pilot,LX,SUV,Graphite,Gray / Black,19995,52814,A,3.5L V6 SOHC,,http://photo1.diamondlot.com/640x480/7858692_640x480.jpg;http://photo1.diamondlot.com/640x480/7858694_640x480.jpg;http://photo1.diamondlot.com/640x480/7858695_640x480.jpg;http://photo1.diamondlot.com/640x480/7858696_640x480.jpg;http://photo1.diamondlot.com/640x480/7858700_640x480.jpg;http://photo1.diamondlot.com/640x480/7858701_640x480.jpg;http://photo1.diamondlot.com/640x480/7858702_640x480.jpg;http://photo1.diamondlot.com/640x480/7858703_640x480.jpg;http://photo1.diamondlot.com/640x480/7858705_640x480.jpg," It's a Beauty!   You're looking at a car that is priced to sell!  Call and ask for Lori Strohofer or email me at internet@roushhonda.com to check availability or to gather more information.  This car is located at 104 West Schrock Road, Westerville, Ohio 43081","4 Wheel Disc Brakes,8 Passenger Seating,ABS,Air Conditioning,Alloy Wheels,AM/FM Stereo,Automatic Stability Control,Body Side Moldings,Bucket Seats,Child Safety Locks,Clock,Cloth Seats,Compact Disc Player,Cruise Control,Cup Holders,Dual Front Side Impact Airbags,Floor Mats,Four Wheel Independent Suspension,Front Reading Lights,Front Tow Hooks,Intermittent Wipers,Limited Slip Differential,Low Tire Pressure Warning,Multiple Airbags,Overhead Airbag,Power Door Locks,Power Mirror,Power Outlet,Power Windows,Rear Air,Rear Cargo Lamp,Rear Defrost,Rear Spoiler,Rear Wiper,Speed-proportional Power Steering,Tachometer,Tilt Wheel,Traction Control,Vanity Mirror,Ventilated Front Disc Brakes"
10583,Roush Honda,86B100A,Used,5FNYF18567B020692,2007,Honda,Pilot,EX-L,SUV,Black Obsidian,Wheat,22995,60766,A,3.5L V6 SOHC,,http://photo1.diamondlot.com/640x480/7966741_640x480.jpg;http://photo1.diamondlot.com/640x480/7966745_640x480.jpg;http://photo1.diamondlot.com/640x480/7966744_640x480.jpg;http://photo1.diamondlot.com/640x480/7966743_640x480.jpg;http://photo1.diamondlot.com/640x480/7966746_640x480.jpg;http://photo1.diamondlot.com/640x480/7966750_640x480.jpg;http://photo1.diamondlot.com/640x480/7966752_640x480.jpg;http://photo1.diamondlot.com/640x480/7966753_640x480.jpg;http://photo1.diamondlot.com/640x480/7966754_640x480.jpg,,"4 Wheel Disc Brakes,6 CD Changer,ABS,Air Conditioning,Alloy Wheels,AM/FM Stereo,Automatic Stability Control,Body Side Moldings,Bucket Seats,Child Safety Locks,Clock,Compact Disc Player,Compass,Cruise Control,Cup Holders,Dual Front Side Impact Airbags,Fog/Driving Lamps,Four Wheel Independent Suspension,Front Reading Lights,Front Tow Hooks,Heated Seats,Heated Side Mirrors,HomeLink System,Intermittent Wipers,Leather,Leather Shift Knob,Leather Wrap Steering,Limited Slip Differential,Low Tire Pressure Warning,Lumbar Support,Multiple Airbags,Outside Temperature Display,Overhead Airbag,Power Door Locks,Power Mirror,Power Moonroof,Power Outlet,Power Seat,Power Steering,Power Windows,Rear Air,Rear Cargo Lamp,Rear Defrost,Rear Spoiler,Rear Wiper,Running Boards,Satellite Radio,Speed-proportional Power Steering,Steering Wheel Audio Controls,Tachometer,Tilt Wheel,Traction Control,Vanity Mirror,Ventilated Front Disc Brakes"
